id,ethnicity,gender,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
5742,White,F,35,3.6,MW,-0.77,0.780357143,1
5743,White,F,33,3.5,MW,-1.72,0.745833333,1
5744,White,F,37.5,3.1,NE,-0.01,0.763988095,1
5745,White,F,38,3.1,MW,-0.55,0.770238095,1
5746,White,F,43,2.7,MW,0.57,0.794642857,1
5747,White,M,37,2.3,MW,-0.14,0.681547619,1
5748,White,F,39,3.2,MW,-0.59,0.792261905,1
5749,White,F,36,3.5,MW,-0.11,0.783333333,1
5753,Black,M,32,3,MW,-1.81,0.685714286,1
5754,White,M,35,3.9,MW,1.09,0.808928571,1
5755,White,F,33,3.2,MW,-0.93,0.717261905,1
5756,White,M,38,3.9,MW,-0.24,0.846428571,1
5757,White,M,39,3.2,MW,0.27,0.792261905,1
5758,Asian,F,47,2.8,MW,0.34,0.854166667,1
5759,White,M,32,4,MW,-0.68,0.780952381,1
5760,White,M,39,3.5,MW,1.2,0.820833333,1
5762,White,F,34,3.7,MW,0.01,0.777380952,1
5763,White,F,46,2.7,MW,1.94,0.832142857,1
5765,White,F,37,3.2,MW,-0.38,0.767261905,1
5766,White,F,39,3,MW,0.24,0.773214286,1
5767,White,F,40,3.1,MW,-1.5,0.795238095,1
5768,White,F,39,3.8,MW,0.89,0.849404762,1
5769,White,F,35,3.5,MW,1.63,0.770833333,1
5770,White,F,43,3.5,MW,-0.05,0.870833333,1
5771,White,F,34.5,3.3,MW,-0.03,0.745535714,1
5772,White,F,31,3.3,MW,-0.16,0.701785714,1
5773,White,M,40,2.9,MW,-0.89,0.776190476,1
5775,White,M,41,4,Mt,2.08,0.893452381,1
5776,White,F,40,3.4,MW,-1,0.823809524,1
5779,White,M,34,3.9,MW,-0.03,0.796428571,1
5780,White,M,39,3.4,MW,-1.02,0.811309524,1
5781,White,M,34,3.5,MW,0.34,0.758333333,1
5782,White,M,45,2.6,MW,-0.17,0.810119048,1
5783,White,F,40,4,MW,1.65,0.880952381,1
5784,White,M,34,3.6,MW,0.07,0.767857143,1
5785,White,M,35,4,MW,-0.34,0.818452381,1
5786,White,M,35,3.9,MW,-0.29,0.808928571,1
5787,White,F,42,2.9,MW,-0.31,0.801190476,1
5788,White,M,35,2.4,NG,-0.92,0.666071429,1
5790,White,F,33,3,SE,0.17,0.698214286,1
5792,White,M,34,2.8,FW,0.34,0.691666667,0
5793,White,F,37,2.8,FW,1.34,0.729166667,1
5794,White,M,30,3.1,FW,-0.7,0.670238095,1
5795,White,F,36,3.4,FW,1.34,0.773809524,1
5799,Mexican,F,34,2.5,FW,-0.16,0.663095238,1
5801,White,F,37,2.4,FW,0.46,0.691071429,1
5803,White,F,35,2.8,FW,0.24,0.704166667,0
5805,Asian,F,30,2.8,FW,-0.61,0.641666667,0
5810,Asian,F,33,2.6,FW,0.9,0.660119048,1
5811,Other,F,27,3,FW,0.05,0.623214286,1
5813,Asian,F,34,2.9,FW,0.33,0.701190476,1
5814,White,M,29.5,3.1,NE,-0.3,0.663988095,1
5815,White,F,43,2,FW,0.8,0.72797619,1
5816,White,M,31.5,3,Mt,0.9,0.679464286,1
5818,White,M,36,2.9,FW,1.12,0.726190476,1
5819,White,F,35,2.9,FW,0.71,0.713690476,1
5820,White,F,33,3.9,FW,1.12,0.783928571,1
5821,White,M,30,3.2,FW,-0.33,0.679761905,0
5822,White,F,35,2.8,FW,-0.72,0.704166667,0
5823,Hispanic,F,39,2.9,FW,1.2,0.763690476,1
5824,White,M,34,2.7,FW,-0.56,0.682142857,0
5825,White,F,37,3,Mt,1.88,0.748214286,1
5827,White,F,37,2.5,FW,1.17,0.700595238,1
5828,White,F,33,2.5,NE,0.33,0.650595238,0
5829,Asian,M,33,2.6,FW,-0.21,0.660119048,1
5831,White,M,33,2.9,Mt,-0.4,0.688690476,1
5832,White,F,42,2.3,FW,-0.57,0.744047619,1
5833,White,F,33,2.9,FW,0.02,0.688690476,1
5834,White,M,35,2.7,FW,-0.02,0.694642857,1
5835,White,M,24.5,3.8,FW,0.5,0.668154762,0
5836,White,F,42,3,FW,1.19,0.810714286,1
5838,White,F,27,3.3,FW,-0.29,0.651785714,1
5839,White,F,34,2.4,FW,0.34,0.653571429,0
5840,Mexican,F,37,3.2,FW,0.04,0.767261905,1
5841,Black,M,27,2.8,FW,-0.28,0.604166667,0
5842,White,F,32.3,2.8,NG,-0.28,0.670416667,1
5843,White,M,42,2.7,FW,0.77,0.782142857,1
5844,Puertorican,F,37,2.6,FW,0.11,0.710119048,0
5845,White,F,35,2.8,FW,1.34,0.704166667,0
5848,White,M,34,2.5,FW,0.51,0.663095238,1
5849,White,F,35,2.7,FW,-0.02,0.694642857,1
5850,White,M,40,2.6,FW,0.05,0.747619048,1
5852,White,M,35,2.1,FW,0.11,0.6375,1
5853,White,F,35,2.8,FW,1.12,0.704166667,1
5854,White,M,35,2.5,FW,-0.22,0.675595238,0
5856,Asian,F,36,2.4,FW,-1.15,0.678571429,1
5857,White,M,30,2.8,FW,1.57,0.641666667,1
5858,Other,M,32,3.2,FW,1.04,0.704761905,1
5859,White,M,43,2.4,FW,0.35,0.766071429,1
5864,White,M,35,3,Mt,-0.78,0.723214286,1
5867,White,F,36,3.6,FW,0.75,0.792857143,1
5868,White,M,35,2.9,FW,0.87,0.713690476,1
5869,Black,M,37,2.3,FW,2.6,0.681547619,1
5871,White,F,38,3,FW,-0.51,0.760714286,1
5872,White,F,37,3.3,FW,0.03,0.776785714,1
5873,Mexican,F,29,2.9,FW,0.68,0.638690476,1
5874,White,M,39,3.5,FW,1.44,0.820833333,1
5875,Hispanic,M,22.5,2.9,FW,-0.45,0.557440476,1
5876,White,M,32,3.2,FW,-0.81,0.704761905,1
5877,White,M,33,3.1,MS,0.67,0.707738095,1
5880,Puertorican,F,26,2.6,FW,-0.01,0.572619048,1
5881,White,M,25.5,3.1,FW,1.49,0.613988095,1
5883,Asian,M,31,2.7,FW,0.07,0.644642857,1
5885,Mexican,M,29,2.9,FW,-0.45,0.638690476,1
5886,Hispanic,M,26.5,3.3,FW,-0.32,0.645535714,0
5888,White,F,39,3.6,FW,1.63,0.830357143,1
5890,Asian,M,35,2.5,FW,0.58,0.675595238,1
5891,White,F,39,3.1,FW,0.97,0.782738095,1
5892,White,F,34,2.9,Mt,0.37,0.701190476,1
5893,Other,F,31,3.1,FW,0.9,0.682738095,1
5894,Black,M,28.5,2.1,FW,-0.58,0.55625,1
5895,White,F,34,3.5,FW,1.75,0.758333333,1
5896,Other,F,26,3.2,FW,-0.83,0.629761905,0
5897,White,F,29,3.5,FW,-0.95,0.695833333,0
5898,White,F,33,2.9,FW,-0.5,0.688690476,0
5899,White,F,39,2.7,FW,0.61,0.744642857,1
5901,White,F,37,2.8,SE,1.51,0.729166667,1
5902,Asian,F,39,2.2,NE,1.82,0.69702381,1
5903,White,F,34,2.6,FW,-0.7,0.672619048,1
5905,White,M,32.5,2.9,FW,-0.36,0.682440476,1
5908,White,M,34,3.1,FW,-0.43,0.720238095,1
5909,White,F,33,2.8,Mt,-0.71,0.679166667,1
5910,White,M,34,3,FW,0.74,0.710714286,1
5911,White,M,33,2.7,FW,1.88,0.669642857,1
5912,White,M,34,3.1,FW,0.8,0.720238095,1
5913,Asian,F,36,3.1,FW,-0.35,0.745238095,0
5914,White,M,28,3.4,FW,0.06,0.673809524,1
5915,White,F,40,2.2,FW,1.91,0.70952381,1
5916,Mexican,F,22.7,2.9,FW,-0.74,0.559940476,0
5917,White,F,38,2.9,FW,1.68,0.751190476,1
5918,White,F,37,2.5,SE,0.1,0.700595238,1
5919,White,F,31,3.5,FW,-0.01,0.720833333,1
5920,White,F,35,2.8,FW,-0.02,0.704166667,1
5921,Asian,F,37,2.3,FW,-0.08,0.681547619,1
5922,White,F,33,2.8,MS,0.75,0.679166667,1
5925,Hispanic,M,39,2.8,FW,1.69,0.754166667,1
5926,White,M,33,2.8,FW,2.79,0.679166667,1
5927,White,M,33,3.1,FW,-0.78,0.707738095,0
5928,Other,M,26.5,3,FW,0.26,0.616964286,1
5929,White,F,35,3,FW,-0.23,0.723214286,0
5931,White,F,37,2.5,FW,0.92,0.700595238,1
5932,White,F,31,3.1,SE,0.31,0.682738095,1
5933,White,F,35,2.9,FW,-0.07,0.713690476,1
5934,White,M,41,2.3,FW,0.01,0.731547619,0
5935,Asian,F,38.3,2.5,FW,1.24,0.716845238,1
5936,White,F,32.3,2.7,FW,0.71,0.660892857,1
5937,Asian,M,33.5,2.6,FW,-0.22,0.666369048,1
5939,White,F,28,2.8,SE,-0.49,0.616666667,1
5940,White,M,35,2.7,FW,-1.03,0.694642857,1
5941,White,F,32,2.4,FW,-1.04,0.628571429,1
5943,Other,M,35,3.7,FW,0.99,0.789880952,1
5944,White,F,31,3.1,FW,-0.19,0.682738095,1
5945,Asian,M,33,2.8,FW,0.31,0.679166667,1
5946,Asian,F,38,2.6,FW,-0.1,0.722619048,1
5947,White,M,34,2.6,FW,0.71,0.672619048,1
5948,White,F,30.5,3,FW,1.31,0.666964286,1
5949,Mexican,F,35,2.8,FW,-0.37,0.704166667,1
5950,White,F,37,2.2,FW,-0.47,0.67202381,0
5956,White,F,37,2.7,FW,1.88,0.719642857,1
5957,White,M,31,2.8,FW,-0.98,0.654166667,0
5958,Asian,M,31.5,3.3,FW,1.11,0.708035714,1
5959,White,F,37,2.5,FW,-0.01,0.700595238,1
5961,White,F,32.5,2.6,FW,0.49,0.653869048,1
5966,White,F,30,3.3,FW,-1.06,0.689285714,0
5971,White,F,30,2.7,FW,0.9,0.632142857,0
5974,White,F,27,2.8,FW,0.99,0.604166667,0
5975,White,F,30,2.6,FW,-0.9,0.622619048,0
5978,White,M,34,3.1,FW,0.17,0.720238095,1
5981,White,F,26.5,2.9,FW,-0.03,0.607440476,1
5982,White,M,39,2.6,FW,0.87,0.735119048,1
5984,White,F,44,1.5,FW,1.88,0.692857143,1
5985,White,F,37,2.8,MS,0.38,0.729166667,1
5987,White,M,42,1.7,FW,0.57,0.686904762,1
5988,White,F,33,2.7,FW,1.2,0.669642857,1
5989,White,F,33.5,3.2,SE,-0.52,0.723511905,1
5990,White,F,33,3,SE,0.47,0.698214286,1
5993,White,M,32.7,2.4,SE,0.47,0.637321429,1
5994,White,F,35,3,SE,-0.8,0.723214286,1
5995,White,M,27,3.5,SE,-0.17,0.670833333,1
5997,White,F,35,2.7,SE,0.82,0.694642857,1
5998,Black,F,24,2.4,SE,-1.37,0.528571429,0
5999,White,M,27.5,3,SE,1.45,0.629464286,1
6000,White,M,29.5,2.9,SE,-0.84,0.644940476,1
6001,White,F,39,2.8,SE,-0.31,0.754166667,1
6002,White,F,34,3.1,SE,1.73,0.720238095,1
6003,White,F,32,2.8,SE,-0.38,0.666666667,1
6004,White,F,35.5,3.3,MS,1.03,0.758035714,1
6005,White,F,40,2.5,SE,-0.52,0.738095238,1
6007,White,F,34,2.6,SE,0.25,0.672619048,1
6009,White,F,34,3.2,SE,-0.03,0.729761905,1
6011,White,F,29.5,3.6,SE,0.47,0.711607143,1
6012,White,F,41,2.5,SE,0.33,0.750595238,1
6013,Hispanic,F,34,3.4,SE,0.89,0.748809524,1
6014,Black,M,28,3.2,SE,-0.52,0.654761905,0
6015,White,F,33,3.2,SE,1.1,0.717261905,1
6017,Hispanic,F,25,3.5,SE,1.03,0.645833333,1
6018,White,F,24,3.1,NG,-0.24,0.595238095,0
6019,White,F,30,3.2,SE,-0.8,0.679761905,1
6020,Hispanic,F,28,3.1,SE,-0.03,0.645238095,1
6023,White,F,37,2.7,SE,2.09,0.719642857,1
6024,White,F,31,2.4,SE,-0.31,0.616071429,1
6025,Hispanic,F,33.5,2.9,SE,0.47,0.694940476,1
6026,White,F,35,3.2,SE,-0.1,0.742261905,1
6027,White,F,37,2.3,NE,-0.1,0.681547619,0
6028,White,M,31,2.6,SE,-0.52,0.635119048,1
6029,White,M,37,3,SE,1.17,0.748214286,1
6030,Hispanic,M,26.5,3.3,SE,0.89,0.645535714,1
6031,White,F,36,3.7,SE,1.58,0.802380952,1
6032,Hispanic,M,34,3.1,SE,-0.73,0.720238095,0
6033,White,M,30,3.8,SE,-0.52,0.736904762,1
6034,White,M,35,3.1,SE,0.25,0.732738095,1
6035,White,M,39,2.5,SE,-0.1,0.725595238,1
6036,White,F,36,2.7,SE,0.75,0.707142857,1
6037,White,F,34,2.1,SE,0.47,0.625,1
6038,White,M,30.3,3.4,SE,2.09,0.702559524,1
6039,White,F,19.5,2.9,SE,0.11,0.519940476,1
6040,White,F,33,2.6,SE,-0.66,0.660119048,1
6041,White,F,34,3,SE,-0.59,0.710714286,1
6042,White,F,31.5,2.6,NE,0.47,0.641369048,1
6043,White,F,37,2.5,SE,-0.8,0.700595238,1
6044,White,F,40,3.4,SE,0.47,0.823809524,1
6045,White,M,36,2.7,SE,0.33,0.707142857,1
6046,White,F,33,2.7,SC,-0.03,0.669642857,1
6047,White,F,31.3,3.3,SE,-0.73,0.705535714,1
6048,White,F,42,2.1,SE,0.25,0.725,1
6049,White,M,34,2.9,SE,0.33,0.701190476,1
6050,White,F,32,2.6,NE,0.89,0.647619048,1
6051,White,M,28,3.5,SE,0.61,0.683333333,1
6052,White,M,33,3.8,SE,1.52,0.774404762,1
6053,Black,F,25,2.5,SE,-0.52,0.550595238,0
6054,White,F,37,3.5,SE,0.47,0.795833333,1
6055,White,F,40,2.7,SE,0.75,0.757142857,1
6056,White,F,24.5,3.1,SE,0.33,0.601488095,1
6057,White,F,40,2.1,SE,-0.41,0.7,1
6058,White,F,35,3.1,SE,-0.52,0.732738095,1
6059,Hispanic,M,30,2.9,SE,-0.38,0.651190476,1
6060,White,M,31,3,SE,-2.71,0.673214286,1
6061,White,M,31,3.3,SE,-0.87,0.701785714,1
6062,White,F,34,3,SE,-1.02,0.710714286,0
6063,Hispanic,F,33,3.3,SE,0.96,0.726785714,1
6066,Black,M,23,2.3,SE,-0.03,0.506547619,1
6067,White,F,37,1.7,SE,0.82,0.624404762,1
6068,White,F,36,2.6,SE,0.47,0.697619048,1
6069,White,F,33,3.4,SE,1.03,0.736309524,1
6070,White,M,33,3,SE,-1.02,0.698214286,0
6071,White,F,37,2.9,SE,0.39,0.738690476,1
6072,White,M,38,2.6,MS,0.11,0.722619048,1
6073,White,M,32,2.8,SE,-0.85,0.666666667,1
6074,Hispanic,M,21.3,3.2,SE,0.11,0.571011905,0
6076,White,F,30,2.9,SE,0.18,0.651190476,1
6077,White,F,36,2.5,SE,0.75,0.688095238,1
6078,White,F,38,2.8,SE,0.25,0.741666667,1
6079,White,M,32,4,SE,-0.31,0.780952381,1
6080,White,M,35,2.8,SE,-0.59,0.704166667,1
6081,White,F,37,2.9,SE,-0.24,0.738690476,1
6082,White,M,37,3.2,SE,0.68,0.767261905,1
6083,White,F,42,3.5,SE,2.37,0.858333333,1
6084,White,M,24,2.9,SE,-0.31,0.576190476,1
6087,White,F,37,2.6,SE,0.75,0.710119048,1
6088,White,F,34,2.9,SE,-0.73,0.701190476,0
6089,White,M,27,3.3,SE,0.39,0.651785714,1
6090,White,F,34,2.9,GL,-0.03,0.701190476,1
6091,White,M,33,3.1,SE,-1.16,0.707738095,1
6092,White,M,32,3,SE,1.1,0.685714286,1
6093,White,F,24.3,3.1,SE,0.47,0.598988095,1
6094,White,F,37,2.8,SE,-0.52,0.729166667,1
6095,White,F,32,3.2,MS,-0.11,0.704761905,1
6096,White,F,33,2.9,SE,-0.38,0.688690476,1
6097,White,M,31,3.5,SE,1.21,0.720833333,1
6098,White,F,27.7,3.3,SE,0.33,0.660535714,1
6099,White,F,38,2.9,SE,0.68,0.751190476,1
6100,White,F,33,3.2,SE,0.82,0.717261905,1
6101,White,M,35,3.1,SE,-0.03,0.732738095,1
6102,White,F,32,3.2,SE,-2.28,0.704761905,1
6103,White,F,38,2.7,SE,-0.45,0.732142857,1
6104,White,M,37.5,2.8,SE,-0.87,0.735416667,1
6105,White,F,27.5,2.6,SE,-0.03,0.591369048,1
6106,White,F,40,2.5,SE,1.38,0.738095238,1
6107,White,M,35,3.1,SE,-0.38,0.732738095,1
6109,White,F,42,2.8,SE,0.47,0.791666667,1
6110,Hispanic,F,28,2.1,SE,-0.66,0.55,0
6111,White,F,33,3.3,SE,0.11,0.726785714,1
6112,Black,M,21,3.2,SE,-1.09,0.567261905,0
6113,White,M,31.5,3.2,SE,0.54,0.698511905,1
6114,Black,M,21,2.8,SE,-1.65,0.529166667,1
6116,White,M,33,3.3,SE,-0.59,0.726785714,1
6117,White,F,30,3.2,SE,0.54,0.679761905,1
6118,White,M,30.5,3.2,SE,-0.52,0.686011905,1
6119,Black,M,25.5,2.4,SE,-0.8,0.547321429,0
6121,White,F,31.5,3.1,NE,-1.02,0.688988095,1
6122,White,F,35,2.8,SE,2.09,0.704166667,1
6123,Hispanic,F,34,2.9,SE,-0.24,0.701190476,1
6124,Black,M,32,3,SE,-0.45,0.685714286,0
6125,White,M,32,3,SE,0.39,0.685714286,1
6126,White,F,32,2.6,SE,-0.59,0.647619048,1
6127,White,M,27.5,3.5,SE,0.25,0.677083333,1
6128,White,F,32,2.7,SE,-0.24,0.657142857,1
6130,White,M,29,2.5,SE,0.55,0.600595238,1
6131,White,M,26.5,3.4,SE,0.25,0.655059524,1
6132,White,F,37,2.3,GL,-0.59,0.681547619,1
6133,White,M,36,2.6,SE,1.38,0.697619048,1
6134,White,M,31,3.1,SE,1.87,0.682738095,1
6135,White,F,38,2.8,SE,-0.17,0.741666667,1
6136,White,M,33,2.7,SE,1.59,0.669642857,1
6137,White,F,38,2.3,SE,0.47,0.694047619,1
6138,White,F,27,3.4,SE,-0.1,0.661309524,1
6139,Other,F,37,2.6,SE,-0.66,0.710119048,1
6140,White,F,38,2.8,SE,1.45,0.741666667,1
6141,White,F,39,2.5,SE,-0.31,0.725595238,1
6143,White,M,34,3.1,SE,0.39,0.720238095,1
6144,White,F,37,3,SE,1.59,0.748214286,1
6145,White,F,33.5,2.7,NG,0.18,0.675892857,1
6146,White,M,35.5,1.9,SE,-0.73,0.624702381,1
6147,White,F,34,3,SE,0.04,0.710714286,1
6148,White,F,32,2.5,SE,-0.56,0.638095238,1
6149,Hispanic,F,40,2.7,SE,1.03,0.757142857,1
6150,White,M,34,2.9,SE,-0.38,0.701190476,0
6151,White,F,31,2.6,SE,1.73,0.635119048,1
6152,White,M,35,3.3,SE,-0.03,0.751785714,1
6153,White,M,34,2.9,SE,0.33,0.701190476,1
6154,Other,M,30.5,3.1,SE,-0.8,0.676488095,1
6155,White,F,34,3.2,SE,1.17,0.729761905,1
6156,White,F,23,3.3,SE,-0.1,0.601785714,1
6157,White,F,38,2.1,SE,-1.3,0.675,1
6158,White,F,33,3.1,SE,0.47,0.707738095,1
6159,White,M,24.3,2.7,SE,1.57,0.560892857,1
6160,White,M,28,2.2,SE,-0.66,0.55952381,1
6162,White,M,33,3.6,SE,0.89,0.755357143,1
6163,White,M,39,2.6,SE,0.33,0.735119048,1
6164,White,F,34,3.4,SE,1.73,0.748809524,1
6165,White,M,36,3.6,SE,1.1,0.792857143,1
6166,Puertorican,F,31.5,3.3,SE,-0.38,0.708035714,1
6167,Black,M,24,2.4,SE,-1.02,0.528571429,0
6168,White,M,35,2.8,SE,2.02,0.704166667,1
6169,White,M,37,2.4,SE,1.66,0.691071429,1
6170,White,F,34,2.5,SE,0.25,0.663095238,1
6171,White,M,36,2.4,SE,0.04,0.678571429,1
6172,White,F,37,2.6,SE,0.18,0.710119048,1
6173,White,M,35,3.3,NE,1.52,0.751785714,1
6174,White,M,32.5,3.4,SE,1.81,0.730059524,1
6175,White,F,33,3.3,SE,0.33,0.726785714,1
6176,White,F,24,3.1,SE,-0.66,0.595238095,1
6177,White,F,35,3.4,SE,2.58,0.761309524,1
6178,White,F,34,3.1,SE,-0.1,0.720238095,1
6179,Hispanic,M,30,3.1,SE,-0.03,0.670238095,1
6180,White,F,35,3,SE,0.39,0.723214286,1
6181,White,M,26.5,3.4,SE,-0.52,0.655059524,0
6182,White,F,30,3.2,SE,0.75,0.679761905,1
6183,White,F,34,2.3,SE,-0.17,0.644047619,1
6185,Hispanic,M,37,2.4,SE,-0.94,0.691071429,1
6186,White,F,30,3.5,SE,0.11,0.708333333,1
6187,Asian,F,29,2.4,SE,-0.87,0.591071429,1
6188,White,M,34,2.7,SE,0.39,0.682142857,1
6190,White,M,31.5,3,SE,-0.17,0.679464286,1
6191,White,M,37,3.7,SE,0.96,0.814880952,1
6192,White,M,32,3.1,SE,1.38,0.695238095,1
6194,White,F,37,2.9,SE,-0.38,0.738690476,1
6195,Hispanic,F,30,2.8,SE,-0.66,0.641666667,1
6196,White,F,34.5,2.5,SE,0.75,0.669345238,1
6197,White,M,35,3.3,SE,0.04,0.751785714,1
6198,White,F,32,2.5,SE,0.61,0.638095238,1
6199,White,F,31,3.2,SE,0.75,0.692261905,1
6200,White,M,34,2.9,SE,-0.87,0.701190476,0
6201,Black,F,26,2.3,SE,-1.58,0.544047619,0
6202,White,M,34,3.3,SE,-0.17,0.739285714,1
6203,White,F,31,2.4,SE,0.89,0.616071429,1
6204,White,F,35,2.9,SE,0.11,0.713690476,1
6205,White,F,36,3,SE,0.33,0.735714286,1
6206,White,F,35,2.7,SE,-1.58,0.694642857,1
6207,White,F,32,2.7,SE,0.25,0.657142857,1
6208,White,F,34,2.1,SE,-0.8,0.625,1
6209,White,F,33,3,SE,0.47,0.698214286,1
6210,White,M,30,2.9,SE,0.61,0.651190476,1
6211,White,F,36,2.9,SE,-0.03,0.726190476,1
6212,White,M,30,3.5,SE,1.17,0.708333333,1
6213,White,M,33,3.3,SE,-0.59,0.726785714,1
6215,White,F,29,3.2,SE,0.68,0.667261905,1
6217,White,M,33,3.2,SE,0.04,0.717261905,1
6218,White,F,35,2.9,NG,-0.66,0.713690476,1
6219,White,F,33,2.5,SE,-1.23,0.650595238,1
6220,White,F,35,3.3,SE,0.11,0.751785714,1
6221,White,M,32,2.9,SE,1.1,0.676190476,1
6222,White,F,30.5,3.1,SE,0.96,0.676488095,1
6223,White,M,32,3.3,SE,-1.58,0.714285714,0
6224,White,F,38,2.6,SE,1.75,0.722619048,1
6225,White,M,31.5,2.9,SE,0.33,0.669940476,1
6226,White,M,34,2.8,SE,-0.31,0.691666667,1
6227,White,F,32,2.6,SE,0.11,0.647619048,1
6229,Hispanic,M,31,3.6,SE,0.33,0.730357143,1
6230,White,F,31.5,3.5,SE,1.1,0.727083333,1
6232,Puertorican,F,31,3,SE,1.24,0.673214286,1
6234,White,M,32,3.1,SE,2.02,0.695238095,1
6235,White,F,34,2.5,NE,0.89,0.663095238,1
6236,Black,F,23,3.1,SE,-0.87,0.582738095,0
6237,Black,M,24,3.3,Mt,-0.73,0.614285714,0
6238,Black,M,20,2.5,SE,-0.8,0.488095238,0
6240,White,F,35.5,2.7,SE,1.17,0.700892857,1
6241,White,F,36,2.8,SE,0.25,0.716666667,1
6242,White,F,38,2.7,SE,-0.17,0.732142857,1
6244,White,F,33,3.1,NE,0.61,0.707738095,1
6245,White,F,41,2.9,SE,-0.59,0.788690476,1
6246,White,M,29,3.4,MS,-0.03,0.686309524,1
6247,White,F,33,3.2,SE,-0.03,0.717261905,1
6248,Mexican,F,39,3,SC,-0.56,0.773214286,1
6249,Mexican,M,33,2.9,SC,-0.89,0.688690476,1
6250,Amerindian,F,45,2.7,SC,-1.01,0.819642857,0
6251,White,F,44,3.6,SE,0.46,0.892857143,1
6252,White,F,45,3.8,SC,-0.54,0.924404762,1
6253,Mexican,F,36,2.7,SC,-0.39,0.707142857,1
6254,Hispanic,F,37,3.6,SC,-0.02,0.805357143,1
6255,White,M,42,3.5,SC,-1.84,0.858333333,1
6256,White,F,43,3.1,SC,0.03,0.832738095,1
6257,White,M,45,3.6,SC,0.36,0.905357143,1
6258,White,F,38,3.6,SC,0.57,0.817857143,1
6259,Black,F,39,2.4,SC,-1.37,0.716071429,1
6260,White,F,38,3.7,SC,0.55,0.827380952,1
6261,White,M,42,3.9,SC,0.5,0.896428571,1
6262,White,M,41,3.8,SC,1.75,0.874404762,1
6263,White,F,42,3.7,SC,1.9,0.877380952,1
6264,White,M,40,3.8,SC,0.57,0.861904762,1
6265,White,M,44,3.7,SC,0.8,0.902380952,1
6266,White,M,39,4,SC,-1.26,0.868452381,1
6267,White,F,44,3.5,SC,-0.78,0.883333333,1
6268,Black,M,33,3.5,SC,-1.47,0.745833333,1
6269,White,M,41,3.8,SC,0.42,0.874404762,1
6270,Asian,M,40,3.8,SC,0.23,0.861904762,1
6271,Mexican,M,39,3.6,SC,0.27,0.830357143,1
6272,Black,M,32,3.3,SC,-2.76,0.714285714,0
6273,White,F,41,3.3,SC,-0.08,0.826785714,1
6274,White,M,44,3.4,SC,-0.62,0.873809524,1
6275,Black,M,35,3.4,SC,-2.2,0.761309524,0
6276,White,F,39,3.7,SC,-0.31,0.839880952,1
6277,White,M,42,3.8,SC,-0.56,0.886904762,1
6279,White,M,39,3.2,SC,-1.3,0.792261905,1
6280,White,F,44,3.7,SC,-0.08,0.902380952,1
6282,White,M,45,3.8,FW,1.09,0.924404762,1
6283,White,M,41,3.4,SC,-0.27,0.836309524,1
6284,White,F,46,2.6,SC,-0.93,0.822619048,1
6285,White,F,45,3.4,SC,0.17,0.886309524,1
6286,White,F,39,3.7,SC,1.09,0.839880952,1
6287,White,F,42,3.8,SC,0.94,0.886904762,1
6288,White,F,41,3.3,SC,0.48,0.826785714,1
6289,White,F,47,3.5,FW,1.44,0.920833333,1
6290,White,F,40,3.7,SC,-1.37,0.852380952,1
6291,Mexican,F,39,3.4,SC,-0.43,0.811309524,1
6292,White,F,46,3.6,SC,0.61,0.917857143,1
6293,Asian,M,28.5,3.6,SC,-0.41,0.699107143,1
6294,White,M,35.5,3.7,SC,0.15,0.796130952,1
6296,White,M,37,3.9,SC,-0.14,0.833928571,1
6297,White,M,44,3.6,SC,-0.25,0.892857143,1
6298,White,F,41,3.6,SC,0.01,0.855357143,1
6299,White,F,42,3.9,NE,0.73,0.896428571,1
6301,White,F,47,3.4,SC,1.92,0.911309524,1
6302,White,F,38,3.4,SC,-0.64,0.798809524,1
6303,White,F,48,3.7,SC,1.77,0.952380952,1
6304,White,F,48,3.7,SC,0.03,0.952380952,1
6305,Mexican,F,38,3,SC,-0.52,0.760714286,1
6307,White,M,41,2.9,SC,-0.64,0.788690476,1
6309,White,F,46,3.3,SC,0.79,0.889285714,1
6310,White,F,41,3.6,SC,-0.25,0.855357143,1
6311,Black,M,42,3.5,SC,0.55,0.858333333,1
6312,White,F,44,3.7,SC,-0.76,0.902380952,1
6313,White,M,43,3.9,SC,1.21,0.908928571,1
6314,White,M,41,3.5,SC,1.19,0.845833333,1
6316,Mexican,M,27,3.2,SC,-2.01,0.642261905,0
6317,Asian,F,44,3.3,GL,-0.49,0.864285714,1
6318,Mexican,F,30,3.1,SC,-1.2,0.670238095,1
6319,White,M,37,3.6,SC,-0.56,0.805357143,1
6320,White,M,40,3.7,SC,-0.6,0.852380952,1
6322,White,M,47,3.5,SC,0.57,0.920833333,1
6323,White,F,39,3.7,SC,-0.27,0.839880952,1
6325,White,F,38,3.5,FW,1.21,0.808333333,1
6326,White,F,41,3.5,SC,-0.14,0.845833333,1
6327,Hispanic,M,39,3.1,SC,-1.01,0.782738095,1
6328,White,F,43,3.7,SC,0.48,0.889880952,1
6329,White,F,48,3.3,SE,1.02,0.914285714,1
6330,White,M,41,4,SC,1.09,0.893452381,1
6332,White,F,41,3.7,SC,-0.04,0.864880952,1
6333,White,F,46,3.4,SC,0.63,0.898809524,1
6334,White,F,44,3.8,SE,1.21,0.911904762,1
6335,White,F,39,3.9,SC,1.42,0.858928571,1
