Transaction_ID,Device_Type,Transaction_Distance,Transaction_Amount,Is_Weekend,Fraud_Label
9237,Laptop,831.77,18.07,0,1
45502,Mobile,1285.31,36.45,0,1
7950,Laptop,460.12,1.87,0,0
13683,Laptop,3344.46,66.29,0,0
15632,Tablet,460.3,105.84,0,1
26306,Mobile,1227.41,210.48,0,0
22071,Laptop,4944.98,46.7,1,0
36752,Mobile,3191.45,56.14,0,1
48320,Laptop,4297.26,59.38,0,0
29278,Mobile,3213.11,30.28,1,0
1631,Laptop,3728.53,62.91,0,1
6108,Laptop,4498.47,186.9,0,1
24339,Laptop,2878.99,24.06,1,0
15814,Mobile,4407.37,176.24,1,1
24383,Tablet,2938.02,183.85,1,1
26607,Tablet,939.91,6.11,0,0
839,Tablet,1873.59,74.29,1,0
11475,Tablet,2234.01,39.4,0,0
20626,Mobile,4956.08,95.1,1,0
8279,Tablet,4278.55,74.22,1,0
30633,Laptop,1321.54,158.47,0,1
49340,Laptop,4055.55,73.39,0,0
42844,Laptop,1106.48,42.66,0,0
31544,Tablet,3166.26,127.96,0,0
29500,Tablet,4660.05,29.44,0,0
47762,Laptop,3613.43,33.6,1,0
8875,Mobile,4724.81,197.17,0,0
43097,Tablet,399.43,119.99,1,0
30914,Laptop,4129.71,224.19,0,1
5685,Mobile,4846.36,300.72,0,0
5733,Mobile,2231.6,108.06,0,1
30292,Mobile,3321.83,155.09,0,0
11300,Mobile,1077.25,88.93,1,0
5598,Tablet,1535.23,7.78,0,0
2517,Laptop,3449.26,73.03,1,0
25779,Mobile,2286.72,20.17,1,0
19825,Mobile,2042.5,30.24,0,0
35669,Tablet,1915.89,36.86,0,1
47048,Laptop,4023.16,48.2,0,1
18331,Laptop,2497.23,44.91,0,0
1846,Laptop,2175.34,390.25,1,0
18502,Laptop,705.19,28.27,0,0
20217,Mobile,3473.82,17.39,1,0
40292,Laptop,4213.06,12.92,0,0
34983,Laptop,2510.84,26.09,0,0
27970,Tablet,2970.94,163.23,0,1
28359,Laptop,2165.21,22.21,0,0
17901,Tablet,4180.52,39.89,1,0
27087,Mobile,3879.26,41.62,0,0
12440,Tablet,3328.13,17.07,1,0
12594,Tablet,4151.92,24.03,0,1
3197,Tablet,1153.1,100.12,1,0
2865,Tablet,504.32,134.64,0,0
23311,Mobile,3677.37,36.3,1,0
19741,Laptop,2685.99,66.29,0,1
9452,Laptop,1017.68,77.02,1,0
34236,Mobile,2468.08,42.75,1,0
1736,Mobile,3354.77,10.97,0,0
45115,Laptop,4365.04,190.04,0,0
28334,Mobile,4920.04,104.57,0,0
11757,Laptop,2653.2,32.26,1,0
34580,Laptop,134.1,64.93,0,0
7029,Laptop,4044.56,11.13,1,1
23578,Mobile,2296.49,101.5,0,1
10859,Laptop,3160.48,38.68,1,0
38468,Tablet,1769.09,20.55,0,0
16372,Mobile,542.32,110.03,0,0
14054,Mobile,4742.86,240.78,0,0
38564,Mobile,2387.4,88.75,0,0
34913,Laptop,3204.4,99.55,0,1
49084,Mobile,2979.69,8.37,1,0
1930,Laptop,1246.16,35.8,0,0
46498,Tablet,2862.27,1.67,1,0
1126,Tablet,4909.19,29.6,0,0
14233,Laptop,331.49,137.17,0,0
44700,Mobile,2013.78,230.15,0,0
30321,Tablet,2434.47,17.54,1,1
42697,Mobile,2591.51,104.54,0,0
7479,Tablet,2433.3,51.47,0,0
29036,Laptop,2197.11,10.39,0,0
12589,Laptop,3664.01,212.38,0,0
44510,Mobile,1983.87,6.64,1,0
13588,Laptop,221.78,71.67,0,0
17306,Mobile,4558.87,281.79,0,0
2888,Tablet,2124.84,28.37,0,1
46393,Mobile,2969.84,6.95,0,0
22034,Tablet,1379.25,122.56,1,1
20137,Mobile,3591.46,83.47,0,1
36454,Tablet,2759.47,67.33,0,0
8877,Laptop,3383.21,176.88,0,0
30442,Tablet,1602.91,30.83,1,1
29915,Tablet,4384.86,7.28,0,0
48715,Tablet,3184.19,36.18,0,0
36947,Mobile,1239.28,60.16,1,0
8668,Laptop,1521.11,18.47,0,0
31394,Tablet,984.22,23.33,0,0
41419,Tablet,352.44,88.05,0,0
10240,Laptop,2089.82,99.75,0,0
7596,Mobile,3767.96,202.87,0,0
43330,Laptop,1320.68,162.3,0,1
8870,Mobile,81.32,41.63,0,0
7800,Mobile,1250.66,119.76,1,0
20999,Mobile,3305.55,31.87,0,1
13035,Tablet,4970.27,121.96,0,0
19849,Tablet,1625.26,72.14,0,0
5200,Tablet,896.45,46.97,0,1
38426,Tablet,2000.8,102.03,0,0
45463,Tablet,2046.52,89.21,0,0
33669,Laptop,716.77,151.41,0,0
40488,Laptop,891.43,93.44,0,0
13160,Laptop,862.51,95.03,0,0
5662,Mobile,4412.79,267.7,0,1
44310,Mobile,2007.17,286.32,0,0
34267,Mobile,4209.04,13.47,0,1
7955,Laptop,1605.24,90.22,0,0
12968,Laptop,949.09,98.21,0,1
49696,Laptop,3970.11,105.53,0,0
42655,Mobile,2370.27,151.79,0,0
30691,Tablet,2476.69,24.89,1,0
61,Mobile,799.18,14.85,0,0
33594,Mobile,2225.6,14.99,0,0
12909,Laptop,1666.84,211.21,1,0
27717,Tablet,32.55,57.21,0,0
10827,Mobile,3288.0,7.0,0,0
26231,Mobile,459.64,41.94,0,0
7779,Mobile,3345.09,36.15,1,1
40065,Mobile,1871.92,19.61,1,0
10202,Tablet,3132.89,9.94,0,1
1808,Tablet,906.9,33.95,1,1
37577,Mobile,2271.34,119.1,0,0
42763,Mobile,1781.97,21.2,0,0
22281,Tablet,3736.32,112.88,0,1
31942,Tablet,4112.89,93.88,1,1
41614,Tablet,1733.66,180.43,0,1
10424,Mobile,91.21,16.77,0,0
13614,Tablet,1538.15,130.57,0,0
27269,Mobile,3916.29,42.21,1,0
8420,Tablet,949.74,167.2,0,0
33890,Mobile,2917.63,93.47,1,0
32671,Laptop,615.36,256.21,1,0
10632,Laptop,4832.35,39.73,0,0
30902,Laptop,1954.91,60.23,0,0
3489,Tablet,2287.96,30.39,0,1
45940,Laptop,4476.76,152.04,0,1
13958,Mobile,3257.93,35.28,0,0
12203,Tablet,1375.61,24.91,1,0
28964,Mobile,1044.84,13.11,1,1
25286,Tablet,4165.5,169.71,0,1
9186,Mobile,152.8,194.25,0,1
17150,Tablet,3714.74,361.08,0,1
43189,Mobile,3430.54,169.91,1,0
15650,Mobile,1270.5,12.86,1,0
6658,Tablet,1484.95,4.52,0,0
28374,Laptop,4783.41,120.0,1,0
23879,Mobile,3103.94,119.57,1,0
45458,Tablet,382.73,164.03,1,0
35087,Tablet,460.26,301.48,1,1
41987,Mobile,54.17,94.9,1,1
32266,Tablet,2444.72,22.82,0,0
42973,Laptop,4952.49,150.43,1,0
1572,Tablet,3415.92,31.09,0,0
32569,Laptop,3026.03,121.95,0,0
35279,Mobile,2597.14,70.76,0,0
46451,Mobile,1582.88,30.49,1,1
16124,Mobile,3561.32,15.22,0,0
13431,Mobile,555.97,65.11,0,1
6179,Mobile,609.21,63.92,0,0
32679,Tablet,4938.32,119.64,0,0
939,Laptop,2977.1,327.06,1,1
29188,Mobile,2822.22,126.1,1,0
34755,Tablet,2490.49,138.46,0,1
49311,Tablet,2974.63,484.43,0,0
8825,Tablet,18.94,140.42,0,1
31072,Mobile,3137.03,0.46,1,1
35210,Tablet,3557.08,125.94,0,0
15255,Tablet,1907.49,14.05,0,0
42004,Tablet,136.83,126.71,0,0
22853,Laptop,1061.11,202.34,0,0
46718,Tablet,1273.19,159.3,0,0
3460,Laptop,2736.38,150.15,0,0
49939,Mobile,2151.23,122.75,1,0
6832,Tablet,1336.0,39.98,0,0
33010,Laptop,3974.07,94.51,0,1
11306,Laptop,728.62,22.46,0,1
48619,Tablet,3926.02,30.41,1,1
36073,Laptop,4036.19,29.87,0,1
28455,Tablet,2014.99,166.82,0,0
27963,Tablet,3621.8,197.04,0,1
34854,Mobile,3542.6,41.03,0,0
35412,Laptop,416.64,153.23,1,1
27700,Tablet,2965.17,40.99,1,1
38261,Laptop,4309.79,69.16,1,1
41279,Tablet,2802.32,17.5,0,0
49225,Mobile,4142.38,26.36,1,0
3021,Laptop,1744.08,42.37,0,0
3220,Mobile,1573.22,137.74,0,0
17937,Laptop,1174.03,4.13,1,0
23712,Tablet,1997.18,12.8,0,0
150,Tablet,812.83,76.23,0,1
12613,Tablet,2777.05,60.16,0,0
18554,Tablet,299.16,39.7,0,0
35927,Laptop,3836.7,46.05,1,1
31350,Laptop,209.74,107.71,1,0
46958,Mobile,3348.26,160.48,1,0
42916,Laptop,4857.95,72.11,1,0
4678,Tablet,523.12,37.52,1,0
31150,Tablet,3173.35,38.04,1,0
48472,Tablet,3233.93,13.11,1,1
9731,Mobile,1028.31,45.44,0,1
36352,Mobile,4881.31,198.3,0,1
42834,Mobile,3197.38,306.52,0,0
26348,Tablet,3851.88,33.01,0,1
29573,Mobile,515.22,54.05,0,0
45329,Mobile,336.62,29.07,0,1
3929,Tablet,4367.01,29.05,0,1
18455,Mobile,885.57,83.05,0,0
19451,Tablet,4733.04,25.63,0,1
3298,Laptop,4371.97,12.57,0,0
40426,Laptop,2588.55,40.55,0,0
43438,Tablet,2334.77,38.48,1,0
1489,Tablet,1406.39,71.03,0,0
34590,Tablet,620.34,172.57,0,0
28459,Laptop,4782.02,15.66,0,0
31611,Tablet,2180.86,213.72,0,1
46538,Laptop,648.22,2.31,0,1
21750,Laptop,2785.46,27.95,0,0
10881,Tablet,289.66,32.91,1,0
14673,Mobile,462.43,19.73,1,1
8478,Laptop,277.39,3.6,1,1
27545,Tablet,4993.97,92.4,0,0
33254,Tablet,871.82,48.45,0,1
32423,Mobile,1839.61,22.67,1,0
36418,Tablet,2214.25,72.64,0,1
31165,Laptop,2204.52,37.16,1,0
37800,Laptop,2589.93,151.74,0,0
20532,Laptop,4017.08,58.27,1,0
33936,Laptop,1588.3,49.51,0,0
22468,Mobile,1924.3,1.35,1,0
20916,Mobile,37.49,7.39,0,1
46457,Laptop,4831.92,319.34,0,0
47693,Tablet,256.38,12.28,0,0
283,Laptop,1938.79,8.77,1,0
9410,Tablet,2716.66,21.81,1,1
5070,Laptop,4274.01,19.81,0,0
45662,Mobile,2515.79,19.7,0,0
40845,Tablet,850.35,42.0,0,0
23542,Tablet,3662.76,60.2,1,1
3633,Mobile,4609.06,139.7,0,1
30494,Tablet,1012.8,8.11,1,0
35042,Tablet,4746.15,3.2,0,0
28958,Tablet,2248.71,51.03,1,1
46491,Tablet,903.96,16.75,1,1
9501,Tablet,3164.48,242.79,1,0
8642,Laptop,4759.07,31.01,0,1
37786,Tablet,137.86,114.76,1,1
34861,Mobile,1492.32,194.3,0,0
12088,Tablet,4293.39,31.79,0,0
33903,Laptop,1005.0,39.6,0,1
9011,Laptop,511.47,187.46,1,0
16382,Mobile,1196.59,0.37,1,0
4036,Laptop,2474.12,288.44,1,0
6804,Laptop,4504.58,147.59,0,0
46392,Mobile,3275.03,62.12,0,0
4609,Laptop,148.15,200.01,0,1
48876,Tablet,429.74,307.21,1,0
31257,Tablet,3321.62,29.27,0,0
586,Tablet,2213.09,30.09,0,1
34495,Laptop,3567.23,57.63,0,0
31732,Mobile,2193.02,57.78,1,0
3789,Tablet,3547.42,100.5,0,1
47185,Mobile,409.2,158.03,0,1
1697,Laptop,1144.78,38.67,0,1
42440,Tablet,2300.81,10.08,0,0
33728,Laptop,2889.05,125.99,0,0
48480,Tablet,948.85,27.35,0,0
30689,Laptop,3362.78,51.47,1,1
36691,Mobile,4615.82,87.45,0,0
49990,Tablet,3992.12,4.05,0,0
22132,Tablet,1475.7,99.63,1,1
7598,Mobile,2826.52,21.03,0,0
38399,Mobile,2229.43,142.09,1,0
36521,Laptop,42.97,206.74,0,1
45535,Mobile,3774.64,57.34,0,0
12010,Laptop,4531.1,100.4,1,0
11010,Tablet,2557.7,60.65,1,0
27887,Laptop,1191.99,155.22,0,0
16164,Mobile,2507.86,322.57,1,0
17549,Mobile,4894.12,48.98,1,0
16409,Laptop,4002.74,100.12,0,0
15731,Laptop,1068.48,5.81,1,0
41673,Mobile,1759.29,69.91,0,0
5990,Mobile,977.79,2.03,0,0
43890,Tablet,2154.33,362.25,1,0
35691,Laptop,3918.01,49.85,1,0
25940,Mobile,4719.95,187.18,0,0
18849,Laptop,2570.79,24.79,1,0
6974,Laptop,1146.97,21.68,0,1
17319,Mobile,4522.52,9.46,0,0
10089,Mobile,497.39,40.08,1,0
43034,Laptop,2195.47,177.35,0,0
8238,Tablet,820.05,18.56,1,0
36342,Mobile,1211.29,154.91,1,0
3504,Laptop,1738.55,100.39,1,0
36285,Mobile,3399.68,36.92,0,1
44129,Mobile,4783.45,232.13,0,0
8961,Mobile,1085.46,188.36,0,0
5329,Tablet,4054.55,32.12,0,0
43091,Laptop,4148.89,5.26,0,1
44454,Tablet,2395.85,120.85,0,0
27392,Laptop,3051.83,73.24,1,0
40295,Laptop,476.22,303.39,0,0
6660,Mobile,4873.51,46.04,1,1
22761,Laptop,3602.06,128.44,1,0
21430,Laptop,2425.44,106.45,0,1
9284,Mobile,581.07,49.37,0,0
7289,Mobile,1346.93,5.98,0,1
45319,Mobile,3313.49,63.76,1,0
36250,Mobile,3072.27,6.51,0,1
3189,Tablet,1617.17,125.29,1,0
37042,Mobile,4566.14,40.67,0,0
46572,Tablet,795.49,77.81,0,0
47823,Mobile,4543.37,716.93,0,0
29949,Mobile,1718.95,70.37,0,0
5260,Mobile,1583.64,169.55,0,0
16157,Mobile,4382.79,39.14,0,1
44711,Tablet,2222.98,19.85,0,0
16115,Laptop,3121.54,73.47,0,0
22022,Laptop,4998.32,9.04,1,0
2265,Tablet,436.61,34.8,0,0
47343,Tablet,3276.71,37.96,1,1
35302,Tablet,4103.19,31.89,1,0
32434,Tablet,1252.92,186.84,0,0
6752,Laptop,2403.3,55.87,0,1
10801,Mobile,1585.8,66.08,0,0
31586,Tablet,4768.34,53.91,1,1
13933,Tablet,3059.59,18.69,0,0
29141,Mobile,3714.02,41.42,1,1
8781,Laptop,2253.17,153.45,1,1
15211,Mobile,2155.46,3.25,0,0
25850,Tablet,4992.57,91.83,1,1
24835,Tablet,3166.87,7.31,0,0
38857,Mobile,4270.16,82.66,1,1
11265,Tablet,2625.88,158.96,1,0
29658,Laptop,1210.65,93.6,0,1
30481,Tablet,4646.2,160.27,0,1
34392,Mobile,3298.75,20.31,0,1
34176,Mobile,3568.94,278.34,0,1
35244,Laptop,676.91,229.1,0,0
6199,Laptop,4621.64,5.15,1,0
18508,Mobile,504.45,198.54,0,0
6887,Mobile,3419.43,57.8,0,0
28985,Tablet,2443.47,30.81,0,0
19101,Laptop,2722.81,204.11,0,1
31456,Laptop,3976.16,4.57,0,0
15121,Tablet,4738.62,144.98,1,0
12141,Laptop,1064.18,139.26,1,0
21549,Tablet,1860.68,73.13,0,0
13069,Tablet,3572.72,118.91,1,1
24994,Laptop,2159.09,240.93,0,1
36638,Tablet,4853.33,116.65,1,0
42270,Laptop,4919.36,101.62,0,0
48931,Laptop,3921.69,26.46,1,0
45737,Tablet,4926.3,163.83,0,0
23141,Laptop,2994.85,25.19,1,1
9267,Mobile,2631.82,22.49,0,0
17299,Laptop,2751.33,25.15,1,0
42535,Mobile,4553.81,117.33,0,0
43655,Laptop,4683.92,6.5,1,1
19386,Tablet,4802.39,50.68,0,1
24181,Laptop,2195.28,22.62,1,1
21110,Mobile,4872.52,8.17,0,0
28191,Mobile,482.46,45.5,0,0
42740,Tablet,2402.91,214.23,0,0
30224,Mobile,738.9,104.27,0,0
23271,Tablet,4354.82,88.01,1,0
2582,Laptop,3079.46,42.18,0,0
12903,Mobile,994.9,29.19,0,0
23861,Laptop,983.5,142.09,0,1
31943,Laptop,4157.19,231.61,0,1
48327,Mobile,3272.91,304.63,0,0
11863,Laptop,4886.66,108.53,1,0
35910,Mobile,2221.43,2.95,1,0
25264,Tablet,1238.23,4.89,1,0
41826,Tablet,3884.97,51.85,1,1
6921,Laptop,2225.32,166.27,0,0
42059,Mobile,2033.87,152.0,1,0
26545,Mobile,2007.49,426.08,0,0
38594,Mobile,992.42,58.66,0,0
25082,Mobile,1031.27,45.21,0,1
42710,Tablet,3171.89,198.96,1,0
30405,Laptop,3884.45,41.12,0,0
21095,Mobile,4740.19,417.96,0,0
39723,Laptop,1189.85,15.35,0,0
21640,Mobile,2432.82,67.45,1,0
7112,Tablet,317.59,13.75,1,0
43711,Tablet,681.45,45.04,1,0
36676,Mobile,875.95,5.34,1,0
46805,Tablet,4932.13,10.44,1,0
37628,Laptop,724.92,129.82,0,0
31994,Mobile,554.58,52.29,0,0
35831,Tablet,4999.0,8.93,1,1
27983,Tablet,4758.61,12.48,0,0
27368,Tablet,4742.01,42.93,0,0
39706,Tablet,1117.99,157.74,0,0
8971,Mobile,1564.63,254.01,0,0
48550,Tablet,3001.19,61.38,0,0
30710,Tablet,18.22,106.79,0,0
27310,Tablet,2271.97,56.4,0,0
36697,Tablet,2648.64,23.88,0,1
18736,Laptop,2232.41,27.74,0,0
1534,Laptop,263.1,8.74,1,0
24296,Laptop,2596.87,90.41,0,1
14712,Mobile,4489.5,67.2,1,1
35688,Laptop,2923.96,34.87,0,0
18769,Mobile,4285.72,16.56,0,0
29762,Laptop,4812.29,161.65,0,0
40160,Tablet,1214.42,225.67,1,0
33904,Laptop,383.64,75.03,1,0
8546,Mobile,105.51,262.83,1,0
43971,Laptop,3279.99,315.74,0,0
19326,Laptop,2604.99,202.97,1,0
32466,Tablet,238.06,179.16,0,0
19495,Laptop,396.76,14.53,0,0
37023,Mobile,3709.23,182.79,0,0
1139,Laptop,2167.66,18.58,1,0
37414,Mobile,4265.13,31.9,1,0
34473,Laptop,2129.81,77.22,0,1
22675,Mobile,2800.69,134.37,0,0
12505,Mobile,4038.24,9.93,1,1
45056,Tablet,3857.85,182.41,0,1
3618,Tablet,315.32,3.34,1,0
39606,Tablet,2.69,68.56,0,0
34857,Tablet,1179.1,255.18,0,1
49110,Laptop,4848.78,143.31,0,1
7324,Tablet,4748.78,82.99,0,1
962,Mobile,433.11,19.65,0,1
35313,Tablet,3558.25,19.41,0,0
30515,Tablet,4008.26,71.01,0,0
25548,Tablet,2344.35,32.86,0,1
10835,Laptop,2960.0,148.06,0,1
1975,Tablet,2716.73,226.0,1,0
14765,Tablet,4315.39,51.31,0,0
48448,Laptop,1625.99,127.44,0,1
37970,Tablet,4157.58,3.76,0,0
39241,Laptop,4265.24,38.39,0,0
40229,Laptop,2700.87,22.11,0,0
41496,Laptop,891.49,51.67,1,1
40356,Mobile,2802.9,69.42,1,0
8057,Tablet,448.32,21.87,0,1
45875,Mobile,814.64,8.77,0,1
28206,Tablet,2510.82,58.05,1,0
34179,Mobile,2602.7,0.27,0,0
24957,Mobile,2139.6,1.12,0,0
26350,Laptop,4960.57,257.99,0,0
5055,Mobile,1973.83,161.38,0,1
20586,Laptop,1091.13,159.61,0,0
2678,Mobile,4989.74,112.98,0,0
46056,Mobile,2261.71,392.61,1,0
30288,Mobile,2731.68,118.31,0,0
20468,Laptop,1130.2,76.99,0,1
24517,Mobile,2146.2,253.73,1,1
49857,Tablet,273.26,141.62,0,1
24769,Tablet,2194.42,3.95,0,0
2762,Laptop,576.92,12.26,0,1
12403,Mobile,259.3,6.05,1,0
13249,Laptop,2500.01,180.16,0,0
40383,Mobile,3579.48,15.97,1,0
21531,Tablet,2855.51,298.59,0,0
45683,Tablet,2079.65,276.52,0,0
39610,Mobile,2424.62,97.58,0,1
42350,Tablet,473.5,55.26,0,0
32048,Tablet,4167.46,21.66,0,0
6381,Mobile,1547.78,86.52,0,0
42414,Tablet,280.73,139.62,0,0
18092,Tablet,4291.3,146.01,0,1
38864,Tablet,1585.52,111.78,1,1
30999,Laptop,702.04,199.56,0,0
9988,Tablet,3458.7,22.89,1,1
42097,Laptop,3146.29,385.77,0,1
33509,Laptop,1740.75,12.4,1,1
18435,Laptop,4705.63,59.57,1,1
44219,Mobile,2234.44,60.29,1,0
17503,Tablet,4296.64,334.03,0,0
41735,Laptop,2351.17,47.86,0,0
1417,Laptop,4853.78,96.9,0,0
47550,Tablet,104.55,84.93,0,1
29842,Tablet,1773.2,10.93,1,0
10311,Mobile,3789.63,180.62,1,0
37556,Laptop,476.57,14.77,0,1
20847,Mobile,4748.02,66.24,0,1
19964,Laptop,112.15,251.71,0,1
17853,Tablet,2432.5,64.73,1,0
29461,Tablet,1776.72,94.0,0,0
30541,Laptop,2663.36,18.35,1,0
22777,Laptop,3324.1,122.23,0,1
22633,Laptop,1029.21,108.83,0,0
33484,Mobile,3372.09,175.29,1,0
1486,Tablet,1712.2,7.72,0,1
27335,Tablet,4865.62,22.77,1,0
30088,Tablet,572.88,44.98,1,1
2111,Mobile,3239.12,16.2,1,1
43716,Laptop,557.26,22.68,0,0
25055,Mobile,715.02,93.78,1,1
13651,Laptop,1750.17,6.32,0,0
11886,Laptop,2039.92,26.42,1,1
13909,Tablet,468.98,241.17,0,1
3131,Mobile,3139.66,94.47,0,0
19699,Tablet,306.45,18.54,0,0
913,Laptop,3948.94,9.75,0,0
31140,Mobile,664.99,337.56,0,1
23347,Tablet,1111.27,31.63,0,1
37752,Laptop,1288.74,70.61,0,0
27876,Tablet,4456.19,481.62,1,0
33486,Laptop,1543.27,71.93,0,0
12429,Mobile,1199.61,39.8,0,1
31451,Laptop,2585.47,108.66,0,1
20892,Mobile,986.98,223.3,1,1
42005,Mobile,1921.29,11.0,1,1
41385,Laptop,1210.23,34.43,0,0
16430,Mobile,4582.45,13.87,0,0
44225,Mobile,1767.62,84.36,0,0
29264,Laptop,135.48,32.42,1,0
4082,Laptop,4151.44,219.04,1,0
1331,Laptop,3393.29,1.93,1,0
46094,Tablet,3259.91,138.57,0,0
14543,Laptop,1757.78,29.87,1,1
34490,Tablet,3244.21,15.17,0,1
44945,Tablet,4146.62,2.48,0,0
49025,Tablet,2861.47,30.88,0,1
13922,Mobile,1677.12,18.27,0,0
49026,Mobile,3798.05,103.65,0,0
41940,Mobile,4533.54,107.83,0,1
10530,Laptop,4327.96,40.83,0,0
32956,Laptop,3091.76,108.24,0,0
41287,Mobile,3539.81,14.03,0,0
19002,Mobile,1079.61,31.55,1,1
33028,Mobile,89.63,64.47,0,1
11665,Tablet,857.66,37.85,0,1
30207,Mobile,26.43,58.64,1,1
17122,Tablet,3026.72,99.61,0,1
43222,Laptop,4368.21,204.42,1,0
39777,Tablet,3709.1,119.81,0,0
36789,Tablet,1557.66,249.26,0,0
29824,Laptop,3082.32,126.76,1,0
13367,Laptop,2605.46,226.27,0,0
4199,Tablet,605.31,32.01,0,0
28908,Laptop,155.7,24.61,0,1
41643,Laptop,375.04,15.22,0,1
13606,Laptop,4160.19,155.67,1,1
18237,Tablet,1976.99,24.22,1,0
24651,Tablet,2576.63,80.17,1,1
30879,Tablet,2873.97,24.79,0,0
38415,Tablet,3987.68,50.55,1,0
36581,Laptop,887.54,83.86,1,1
17394,Laptop,4049.15,119.94,0,1
18144,Tablet,3552.21,57.57,0,0
9728,Tablet,4251.8,8.55,0,0
30038,Tablet,2862.66,192.91,0,0
35607,Tablet,44.87,44.57,0,1
30639,Laptop,497.05,4.43,0,0
10347,Mobile,252.75,100.57,0,0
44045,Laptop,2323.96,42.69,1,0
30467,Laptop,3516.78,16.69,1,1
28042,Mobile,1527.87,546.75,0,1
40977,Mobile,4574.72,91.0,0,0
19145,Mobile,640.61,171.04,0,0
46325,Tablet,4668.1,17.09,0,0
17163,Laptop,36.02,101.78,0,0
14145,Laptop,3911.94,168.95,0,1
29130,Tablet,4126.68,30.37,0,1
630,Laptop,1322.16,10.08,0,0
6821,Mobile,1229.32,26.05,0,0
2276,Laptop,3.98,51.11,0,1
14564,Laptop,4257.04,24.06,0,0
21562,Tablet,940.68,4.68,1,1
40156,Tablet,2253.5,69.47,0,1
44128,Tablet,2268.21,52.01,0,0
4272,Mobile,56.76,172.35,0,0
6,Laptop,1706.76,75.06,1,0
2145,Tablet,4466.46,82.57,1,0
38973,Tablet,2724.57,9.58,0,0
44230,Mobile,664.76,45.43,0,0
42713,Laptop,466.47,103.57,0,0
1699,Laptop,56.67,130.62,0,0
39968,Mobile,4878.33,11.65,1,1
38077,Tablet,70.58,31.35,0,0
39524,Tablet,4755.44,80.23,0,0
44665,Laptop,4031.37,57.24,0,0
35432,Tablet,354.2,55.08,1,0
23251,Laptop,4198.05,66.88,0,0
27666,Tablet,4330.82,84.58,0,1
15550,Tablet,4832.92,78.35,0,0
44077,Laptop,395.52,91.76,0,0
21956,Mobile,3106.79,3.02,0,1
33726,Tablet,3106.47,96.43,0,1
15671,Tablet,2002.8,201.52,0,0
48105,Tablet,3081.46,168.56,1,0
7132,Mobile,2055.74,28.54,0,0
26991,Tablet,2817.52,229.78,0,1
40305,Mobile,1752.64,11.13,0,1
28050,Tablet,3768.36,51.64,0,0
3455,Mobile,288.54,148.59,0,1
20512,Tablet,273.43,325.48,1,1
2735,Tablet,3587.34,34.77,0,0
19719,Mobile,2666.37,108.23,1,0
33137,Mobile,2944.97,96.93,1,0
39219,Tablet,2231.44,6.52,0,0
3214,Laptop,3243.31,325.98,0,1
46553,Laptop,4887.54,100.37,0,1
7638,Mobile,3653.07,52.08,1,0
30742,Tablet,4003.67,104.76,1,0
17688,Mobile,4639.55,67.95,0,0
47203,Tablet,3803.05,168.78,0,0
16658,Mobile,4305.41,68.59,0,1
1721,Mobile,2281.42,16.87,0,1
38512,Laptop,1083.83,58.98,0,0
6433,Tablet,4102.84,66.03,0,1
27060,Tablet,2495.37,34.34,0,0
26726,Tablet,2797.8,95.49,0,0
18754,Tablet,3217.36,115.47,1,0
20277,Laptop,4966.54,443.48,0,0
32378,Mobile,4746.19,5.17,0,0
2094,Mobile,3127.91,85.27,0,1
22029,Tablet,357.48,110.67,1,1
14938,Tablet,898.6,188.36,0,1
6029,Laptop,1899.84,53.83,0,0
1864,Tablet,2831.68,16.5,0,0
8350,Tablet,2259.86,4.56,0,0
47281,Tablet,4393.94,32.23,0,1
30205,Tablet,757.12,515.99,0,1
24049,Mobile,1530.04,192.67,0,0
6994,Laptop,2463.29,8.13,0,0
24029,Laptop,4678.91,111.03,0,1
27295,Mobile,3133.54,223.45,0,1
14935,Tablet,3845.93,42.64,0,0
6132,Tablet,383.73,74.27,0,0
22645,Laptop,2342.16,166.54,0,0
1402,Mobile,4906.41,48.73,0,0
536,Tablet,115.66,128.8,0,0
5822,Mobile,2908.51,154.71,0,0
6348,Tablet,1412.0,129.51,0,0
48291,Tablet,3962.33,51.61,0,1
48712,Tablet,234.95,117.82,0,0
8543,Mobile,2175.66,41.11,0,0
19998,Laptop,1018.27,386.21,0,0
38047,Tablet,4894.95,119.02,0,0
7544,Mobile,225.08,69.64,0,0
1993,Laptop,2331.04,11.38,0,0
32538,Laptop,4294.85,189.14,1,0
26410,Mobile,1846.23,41.45,0,0
41145,Tablet,1768.51,43.69,0,0
6778,Laptop,1376.92,44.29,1,1
5377,Mobile,1845.3,223.54,0,0
2399,Mobile,4966.05,103.88,0,0
43609,Laptop,4194.16,18.75,0,1
32146,Tablet,1083.26,65.92,0,0
25877,Mobile,4079.56,102.83,0,0
7100,Laptop,1064.29,77.87,1,0
26735,Tablet,3531.16,149.56,0,0
23422,Tablet,805.85,144.0,1,0
39662,Laptop,4755.78,24.88,0,1
37222,Laptop,2728.72,13.08,0,1
49506,Tablet,3743.34,62.1,0,1
6156,Tablet,2928.97,117.23,0,0
2298,Tablet,1058.63,57.8,1,0
25668,Laptop,1310.61,78.4,1,0
27093,Mobile,3482.05,68.96,0,1
6046,Tablet,4128.3,1.4,0,1
36549,Tablet,3483.61,336.28,1,0
26280,Mobile,3640.46,10.56,1,0
4265,Laptop,3526.92,23.81,0,0
