Person_ID,Sex_Code_Text,Ethnic_Code_Text,LegalStatus,CustodyStatus,MaritalStatus,RawScore,DecileScore
56210,Male,African-American,Post Sentence,Probation,Separated,-1.28,2
56210,Male,African-American,Post Sentence,Probation,Separated,18.0,3
56220,Male,Caucasian,Post Sentence,Probation,Married,-3.19,1
56220,Male,Caucasian,Post Sentence,Probation,Married,-0.97,3
56220,Male,Caucasian,Post Sentence,Probation,Married,20.0,3
56201,Female,Caucasian,Pretrial,Pretrial Defendant,Married,-2.81,2
56201,Female,Caucasian,Pretrial,Pretrial Defendant,Married,-1.07,3
56201,Female,Caucasian,Pretrial,Pretrial Defendant,Married,17.0,2
56212,Male,Caucasian,Other,Probation,Divorced,-3.22,1
56212,Male,Caucasian,Other,Probation,Divorced,-0.98,3
56212,Male,Caucasian,Other,Probation,Divorced,18.0,3
56195,Male,African-American,Pretrial,Jail Inmate,Single,-2.48,3
56195,Male,African-American,Pretrial,Jail Inmate,Single,-0.36,5
56195,Male,African-American,Pretrial,Jail Inmate,Single,17.0,2
55877,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-3.53,1
55877,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-1.54,1
55877,Male,Caucasian,Pretrial,Pretrial Defendant,Single,14.0,1
56218,Male,African-American,Pretrial,Jail Inmate,Single,-1.52,6
56218,Male,African-American,Pretrial,Jail Inmate,Single,-0.59,4
56218,Male,African-American,Pretrial,Jail Inmate,Single,11.0,1
56189,Male,African-American,Pretrial,Jail Inmate,Married,-1.44,7
56189,Male,African-American,Pretrial,Jail Inmate,Married,0.39,9
56189,Male,African-American,Pretrial,Jail Inmate,Married,20.0,3
50353,Female,African-American,Pretrial,Jail Inmate,Married,-1.93,5
50353,Female,African-American,Pretrial,Jail Inmate,Married,-0.87,4
50353,Female,African-American,Pretrial,Jail Inmate,Married,15.0,1
56199,Male,African-American,Pretrial,Jail Inmate,Single,-2.04,4
56199,Male,African-American,Pretrial,Jail Inmate,Single,-0.6,4
56199,Male,African-American,Pretrial,Jail Inmate,Single,20.0,3
13459,Female,African-American,Pretrial,Jail Inmate,Single,-0.95,9
13459,Female,African-American,Pretrial,Jail Inmate,Single,0.34,9
13459,Female,African-American,Pretrial,Jail Inmate,Single,33.0,9
56213,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.98,1
56213,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.36,1
56213,Male,Caucasian,Pretrial,Jail Inmate,Single,28.0,8
56224,Male,Hispanic,Post Sentence,Probation,Single,-3.2,1
56224,Male,Hispanic,Post Sentence,Probation,Single,-0.59,4
56224,Male,Hispanic,Post Sentence,Probation,Single,24.0,6
5052,Male,African-American,Pretrial,Jail Inmate,Single,-1.59,6
5052,Male,African-American,Pretrial,Jail Inmate,Single,0.07,7
5052,Male,African-American,Pretrial,Jail Inmate,Single,20.0,3
56196,Male,African-American,Pretrial,Jail Inmate,Single,-2.19,4
56196,Male,African-American,Pretrial,Jail Inmate,Single,-0.46,5
56196,Male,African-American,Pretrial,Jail Inmate,Single,19.0,3
56207,Male,African-American,Pretrial,Pretrial Defendant,Single,-1.53,6
56207,Male,African-American,Pretrial,Pretrial Defendant,Single,-0.82,3
56207,Male,African-American,Pretrial,Pretrial Defendant,Single,12.0,1
56191,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.51,1
56191,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.01,1
56191,Male,Caucasian,Pretrial,Jail Inmate,Single,19.0,3
56193,Male,African-American,Pretrial,Jail Inmate,Single,-2.52,3
56193,Male,African-American,Pretrial,Jail Inmate,Single,0.02,7
56193,Male,African-American,Pretrial,Jail Inmate,Single,19.0,3
56204,Male,African-American,Pretrial,Pretrial Defendant,Single,-1.78,5
56204,Male,African-American,Pretrial,Pretrial Defendant,Single,0.41,9
56204,Male,African-American,Pretrial,Pretrial Defendant,Single,18.0,3
56254,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-3.48,1
56254,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-2.0,1
56254,Male,Caucasian,Pretrial,Pretrial Defendant,Single,19.0,3
56249,Male,Caucasian,Post Sentence,Probation,Single,-1.55,6
56249,Male,Caucasian,Post Sentence,Probation,Single,-0.62,4
56249,Male,Caucasian,Post Sentence,Probation,Single,22.0,5
56256,Male,African-American,Pretrial,Jail Inmate,Single,-2.75,2
56256,Male,African-American,Pretrial,Jail Inmate,Single,-1.49,1
56256,Male,African-American,Pretrial,Jail Inmate,Single,17.0,2
56229,Male,Caucasian,Pretrial,Jail Inmate,Single,-0.42,10
56229,Male,Caucasian,Pretrial,Jail Inmate,Single,0.73,10
56229,Male,Caucasian,Pretrial,Jail Inmate,Single,17.0,2
56246,Male,African-American,Pretrial,Pretrial Defendant,Single,-1.31,7
56246,Male,African-American,Pretrial,Pretrial Defendant,Single,-0.15,6
56246,Male,African-American,Pretrial,Pretrial Defendant,Single,15.0,1
48714,Male,Caucasian,Post Sentence,Probation,Single,-3.09,1
48714,Male,Caucasian,Post Sentence,Probation,Single,-1.09,2
48714,Male,Caucasian,Post Sentence,Probation,Single,16.0,2
49098,Male,African-American,Post Sentence,Probation,Single,-2.89,2
49098,Male,African-American,Post Sentence,Probation,Single,-0.3,6
49098,Male,African-American,Post Sentence,Probation,Single,20.0,3
56231,Male,African-American,Pretrial,Jail Inmate,Single,-1.59,6
56231,Male,African-American,Pretrial,Jail Inmate,Single,-0.05,7
56231,Male,African-American,Pretrial,Jail Inmate,Single,19.0,3
56233,Male,African-American,Pretrial,Jail Inmate,Single,-3.82,1
56233,Male,African-American,Pretrial,Jail Inmate,Single,-2.09,1
56233,Male,African-American,Pretrial,Jail Inmate,Single,13.0,1
53904,Male,Hispanic,Pretrial,Jail Inmate,Single,-0.91,9
53904,Male,Hispanic,Pretrial,Jail Inmate,Single,-0.54,4
53904,Male,Hispanic,Pretrial,Jail Inmate,Single,11.0,1
56244,Female,African-American,Pretrial,Jail Inmate,Single,-1.68,6
56244,Female,African-American,Pretrial,Jail Inmate,Single,-0.78,5
56244,Female,African-American,Pretrial,Jail Inmate,Single,16.0,2
56227,Male,African-American,Pretrial,Jail Inmate,Single,-1.7,6
56227,Male,African-American,Pretrial,Jail Inmate,Single,0.63,10
56227,Male,African-American,Pretrial,Jail Inmate,Single,17.0,2
56258,Male,African-American,Pretrial,Jail Inmate,Single,-2.77,2
56258,Male,African-American,Pretrial,Jail Inmate,Single,-1.08,2
56258,Male,African-American,Pretrial,Jail Inmate,Single,25.0,6
56247,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-1.27,7
56247,Male,Caucasian,Pretrial,Pretrial Defendant,Single,0.31,9
56247,Male,Caucasian,Pretrial,Pretrial Defendant,Single,23.0,5
56264,Female,Hispanic,Pretrial,Pretrial Defendant,Single,-1.88,5
56264,Female,Hispanic,Pretrial,Pretrial Defendant,Single,-0.82,4
56264,Female,Hispanic,Pretrial,Pretrial Defendant,Single,13.0,1
56242,Male,African-American,Pretrial,Jail Inmate,Single,-2.1,4
56242,Male,African-American,Pretrial,Jail Inmate,Single,-0.59,4
56242,Male,African-American,Pretrial,Jail Inmate,Single,13.0,1
56261,Male,Caucasian,Post Sentence,Probation,Married,-3.4,1
56261,Male,Caucasian,Post Sentence,Probation,Married,-1.0,-1
56261,Male,Caucasian,Post Sentence,Probation,Married,14.0,1
1851,Male,African-American,Pretrial,Jail Inmate,Single,-2.27,3
1851,Male,African-American,Pretrial,Jail Inmate,Single,-0.06,7
1851,Male,African-American,Pretrial,Jail Inmate,Single,22.0,5
16872,Female,Caucasian,Pretrial,Jail Inmate,Single,-2.87,2
16872,Female,Caucasian,Pretrial,Jail Inmate,Single,-1.01,4
16872,Female,Caucasian,Pretrial,Jail Inmate,Single,15.0,1
56245,Female,African-American,Pretrial,Pretrial Defendant,Single,-3.37,1
56245,Female,African-American,Pretrial,Pretrial Defendant,Single,-0.13,8
56245,Female,African-American,Pretrial,Pretrial Defendant,Single,25.0,7
2223,Male,African-American,Pretrial,Jail Inmate,Single,-1.98,4
2223,Male,African-American,Pretrial,Jail Inmate,Single,-0.54,4
2223,Male,African-American,Pretrial,Jail Inmate,Single,14.0,1
56252,Male,African-American,Pretrial,Jail Inmate,Single,-2.35,3
56252,Male,African-American,Pretrial,Jail Inmate,Single,-0.37,5
56252,Male,African-American,Pretrial,Jail Inmate,Single,18.0,3
56255,Male,African-American,Pretrial,Jail Inmate,Single,-2.21,4
56255,Male,African-American,Pretrial,Jail Inmate,Single,-0.92,3
56255,Male,African-American,Pretrial,Jail Inmate,Single,11.0,1
49241,Female,Hispanic,Conditional Release,Probation,Divorced,-2.18,4
49241,Female,Hispanic,Conditional Release,Probation,Divorced,-0.64,4
49241,Female,Hispanic,Conditional Release,Probation,Divorced,29.0,8
56232,Male,African-American,Pretrial,Jail Inmate,Single,-2.01,4
56232,Male,African-American,Pretrial,Jail Inmate,Single,-0.17,6
56232,Male,African-American,Pretrial,Jail Inmate,Single,13.0,1
56243,Male,Hispanic,Pretrial,Jail Inmate,Divorced,-3.04,1
56243,Male,Hispanic,Pretrial,Jail Inmate,Divorced,-1.64,1
56243,Male,Hispanic,Pretrial,Jail Inmate,Divorced,13.0,1
56248,Male,Hispanic,Post Sentence,Probation,Single,-3.28,1
56248,Male,Hispanic,Post Sentence,Probation,Single,-0.97,3
56248,Male,Hispanic,Post Sentence,Probation,Single,18.0,3
56228,Male,African-American,Pretrial,Jail Inmate,Single,-1.1,8
56228,Male,African-American,Pretrial,Jail Inmate,Single,0.05,7
56228,Male,African-American,Pretrial,Jail Inmate,Single,16.0,2
56259,Male,African-American,Post Sentence,Probation,Single,-1.53,6
56259,Male,African-American,Post Sentence,Probation,Single,-0.25,6
56259,Male,African-American,Post Sentence,Probation,Single,20.0,3
33757,Male,African-American,Pretrial,Jail Inmate,Single,-1.82,5
33757,Male,African-American,Pretrial,Jail Inmate,Single,-0.03,7
33757,Male,African-American,Pretrial,Jail Inmate,Single,16.0,2
56250,Female,Hispanic,Other,Probation,Single,-3.48,1
56250,Female,Hispanic,Other,Probation,Single,-1.49,2
56250,Female,Hispanic,Other,Probation,Single,24.0,6
53105,Male,Caucasian,Pretrial,Pretrial Defendant,Single,-1.02,8
53105,Male,Caucasian,Pretrial,Pretrial Defendant,Single,0.3,8
53105,Male,Caucasian,Pretrial,Pretrial Defendant,Single,16.0,1
4973,Male,Other,Pretrial,Jail Inmate,Single,-1.88,5
4973,Male,Other,Pretrial,Jail Inmate,Single,0.32,9
4973,Male,Other,Pretrial,Jail Inmate,Single,19.0,3
56253,Male,Hispanic,Post Sentence,Probation,Single,-1.96,5
56253,Male,Hispanic,Post Sentence,Probation,Single,0.51,9
56253,Male,Hispanic,Post Sentence,Probation,Single,16.0,2
56257,Male,African-American,Pretrial,Jail Inmate,Married,-2.73,2
56257,Male,African-American,Pretrial,Jail Inmate,Married,-1.88,1
56257,Male,African-American,Pretrial,Jail Inmate,Married,16.0,2
56262,Male,Hispanic,Pretrial,Jail Inmate,Single,-2.2,4
56262,Male,Hispanic,Pretrial,Jail Inmate,Single,-1.05,2
56262,Male,Hispanic,Pretrial,Jail Inmate,Single,20.0,3
56241,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.13,1
56241,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.1,2
56241,Male,Caucasian,Pretrial,Jail Inmate,Single,14.0,1
56263,Female,Caucasian,Pretrial,Pretrial Defendant,Single,-2.72,2
56263,Female,Caucasian,Pretrial,Pretrial Defendant,Single,-0.81,5
56263,Female,Caucasian,Pretrial,Pretrial Defendant,Single,15.0,1
50524,Male,African-American,Post Sentence,Probation,Single,-2.66,2
50524,Male,African-American,Post Sentence,Probation,Single,-0.88,3
50524,Male,African-American,Post Sentence,Probation,Single,21.0,4
56230,Male,African-American,Pretrial,Jail Inmate,Single,-2.18,4
56230,Male,African-American,Pretrial,Jail Inmate,Single,-0.36,5
56230,Male,African-American,Pretrial,Jail Inmate,Single,17.0,2
56260,Male,Hispanic,Pretrial,Probation,Single,-3.17,1
56260,Male,Hispanic,Pretrial,Probation,Single,-1.5,1
56260,Male,Hispanic,Pretrial,Probation,Single,16.0,2
56251,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.96,1
56251,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.16,2
56251,Male,Caucasian,Pretrial,Jail Inmate,Single,20.0,3
24573,Male,African-American,Pretrial,Jail Inmate,Single,-1.16,8
24573,Male,African-American,Pretrial,Jail Inmate,Single,-0.02,7
24573,Male,African-American,Pretrial,Jail Inmate,Single,24.0,6
56273,Male,Caucasian,Pretrial,Pretrial Defendant,Married,-3.91,1
56273,Male,Caucasian,Pretrial,Pretrial Defendant,Married,-2.4,1
56273,Male,Caucasian,Pretrial,Pretrial Defendant,Married,18.0,3
47292,Female,Caucasian,Post Sentence,Probation,Single,-3.22,1
47292,Female,Caucasian,Post Sentence,Probation,Single,-1.61,2
47292,Female,Caucasian,Post Sentence,Probation,Single,17.0,2
54165,Male,African-American,Pretrial,Jail Inmate,Single,-1.0,8
54165,Male,African-American,Pretrial,Jail Inmate,Single,0.27,8
54165,Male,African-American,Pretrial,Jail Inmate,Single,31.0,9
56291,Female,African-American,Post Sentence,Probation,Single,-1.55,6
56291,Female,African-American,Post Sentence,Probation,Single,0.31,9
56291,Female,African-American,Post Sentence,Probation,Single,26.0,7
56278,Male,African-American,Pretrial,Pretrial Defendant,Single,-1.6,6
56278,Male,African-American,Pretrial,Pretrial Defendant,Single,-0.69,4
56278,Male,African-American,Pretrial,Pretrial Defendant,Single,13.0,1
56282,Male,Hispanic,Post Sentence,Probation,Single,-2.74,2
56282,Male,Hispanic,Post Sentence,Probation,Single,-1.14,2
56282,Male,Hispanic,Post Sentence,Probation,Single,17.0,2
56270,Male,Hispanic,Post Sentence,Probation,Married,-3.29,1
56270,Male,Hispanic,Post Sentence,Probation,Married,-1.92,1
56270,Male,Hispanic,Post Sentence,Probation,Married,15.0,1
56274,Male,Hispanic,Other,Probation,Single,-2.32,3
56274,Male,Hispanic,Other,Probation,Single,-0.36,5
56274,Male,Hispanic,Other,Probation,Single,18.0,3
56285,Male,Hispanic,Post Sentence,Probation,Single,-4.12,1
56285,Male,Hispanic,Post Sentence,Probation,Single,-2.17,1
56285,Male,Hispanic,Post Sentence,Probation,Single,15.0,1
56269,Male,African-American,Pretrial,Jail Inmate,Single,-3.03,1
56269,Male,African-American,Pretrial,Jail Inmate,Single,-1.45,1
56269,Male,African-American,Pretrial,Jail Inmate,Single,23.0,5
56125,Male,African-American,Pretrial,Pretrial Defendant,Single,-1.68,6
56125,Male,African-American,Pretrial,Pretrial Defendant,Single,-0.17,6
56125,Male,African-American,Pretrial,Pretrial Defendant,Single,18.0,3
56295,Male,African-American,Pretrial,Jail Inmate,Married,-2.88,2
56295,Male,African-American,Pretrial,Jail Inmate,Married,-0.28,6
56295,Male,African-American,Pretrial,Jail Inmate,Married,16.0,2
56280,Male,Caucasian,Other,Probation,Separated,-3.7,1
56280,Male,Caucasian,Other,Probation,Separated,-1.59,1
56280,Male,Caucasian,Other,Probation,Separated,27.0,7
56267,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.33,3
56267,Male,Caucasian,Pretrial,Jail Inmate,Single,-0.76,3
56267,Male,Caucasian,Pretrial,Jail Inmate,Single,15.0,1
56292,Female,African-American,Post Sentence,Probation,Separated,-3.2,1
56292,Female,African-American,Post Sentence,Probation,Separated,-0.68,5
56292,Female,African-American,Post Sentence,Probation,Separated,18.0,3
56276,Male,Hispanic,Post Sentence,Probation,Divorced,-3.48,1
56276,Male,Hispanic,Post Sentence,Probation,Divorced,-1.52,1
56276,Male,Hispanic,Post Sentence,Probation,Divorced,18.0,3
56271,Male,African-American,Post Sentence,Probation,Single,-4.03,1
56271,Male,African-American,Post Sentence,Probation,Single,-1.87,1
56271,Male,African-American,Post Sentence,Probation,Single,13.0,1
56287,Male,Caucasian,Post Sentence,Probation,Married,-3.34,1
56287,Male,Caucasian,Post Sentence,Probation,Married,-0.83,3
56287,Male,Caucasian,Post Sentence,Probation,Married,26.0,7
56289,Male,Caucasian,Post Sentence,Probation,Married,-3.75,1
56289,Male,Caucasian,Post Sentence,Probation,Married,-1.82,1
56289,Male,Caucasian,Post Sentence,Probation,Married,15.0,1
56294,Male,Hispanic,Other,Probation,Single,-2.08,4
56294,Male,Hispanic,Other,Probation,Single,-1.18,2
56294,Male,Hispanic,Other,Probation,Single,17.0,2
56268,Male,African-American,Pretrial,Jail Inmate,Single,-2.0,4
56268,Male,African-American,Pretrial,Jail Inmate,Single,-0.95,3
56268,Male,African-American,Pretrial,Jail Inmate,Single,11.0,1
56290,Female,Hispanic,Pretrial,Probation,Single,-1.89,5
56290,Female,Hispanic,Pretrial,Probation,Single,-0.25,6
56290,Female,Hispanic,Pretrial,Probation,Single,13.0,1
56279,Male,Caucasian,Pretrial,Pretrial Defendant,Divorced,-4.08,1
56279,Male,Caucasian,Pretrial,Pretrial Defendant,Divorced,-2.56,1
56279,Male,Caucasian,Pretrial,Pretrial Defendant,Divorced,27.0,7
56281,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.57,1
56281,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.6,1
56281,Male,Caucasian,Pretrial,Jail Inmate,Single,22.0,5
27034,Female,Caucasian,Pretrial,Pretrial Defendant,Single,-2.38,3
27034,Female,Caucasian,Pretrial,Pretrial Defendant,Single,-0.56,6
27034,Female,Caucasian,Pretrial,Pretrial Defendant,Single,15.0,1
56284,Male,Hispanic,Other,Probation,Separated,-3.91,1
56284,Male,Hispanic,Other,Probation,Separated,-1.81,1
56284,Male,Hispanic,Other,Probation,Separated,15.0,1
56277,Male,Hispanic,Pretrial,Pretrial Defendant,Single,-1.77,5
56277,Male,Hispanic,Pretrial,Pretrial Defendant,Single,0.76,10
56277,Male,Hispanic,Pretrial,Pretrial Defendant,Single,31.0,9
56283,Male,Caucasian,Post Sentence,Probation,Widowed,-4.17,1
56283,Male,Caucasian,Post Sentence,Probation,Widowed,-2.41,1
56283,Male,Caucasian,Post Sentence,Probation,Widowed,16.0,2
56288,Male,Caucasian,Post Sentence,Probation,Divorced,-3.72,1
56288,Male,Caucasian,Post Sentence,Probation,Divorced,-1.49,1
56288,Male,Caucasian,Post Sentence,Probation,Divorced,19.0,3
56266,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.02,8
56266,Male,Caucasian,Pretrial,Jail Inmate,Single,0.52,9
56266,Male,Caucasian,Pretrial,Jail Inmate,Single,16.0,2
56293,Male,African-American,Post Sentence,Probation,Single,-1.7,6
56293,Male,African-American,Post Sentence,Probation,Single,-0.41,5
56293,Male,African-American,Post Sentence,Probation,Single,23.0,5
56272,Female,African-American,Pretrial,Jail Inmate,Married,-3.45,1
56272,Female,African-American,Pretrial,Jail Inmate,Married,-1.99,1
56272,Female,African-American,Pretrial,Jail Inmate,Married,14.0,1
56286,Male,Hispanic,Post Sentence,Probation,Single,-3.21,1
56286,Male,Hispanic,Post Sentence,Probation,Single,-1.12,2
56286,Male,Hispanic,Post Sentence,Probation,Single,14.0,1
47851,Male,African-American,Pretrial,Jail Inmate,Single,-1.4,7
47851,Male,African-American,Pretrial,Jail Inmate,Single,-0.45,5
47851,Male,African-American,Pretrial,Jail Inmate,Single,21.0,4
23473,Male,Caucasian,Post Sentence,Probation,Single,-2.16,4
23473,Male,Caucasian,Post Sentence,Probation,Single,-0.72,4
23473,Male,Caucasian,Post Sentence,Probation,Single,19.0,3
45111,Male,African-American,Pretrial,Jail Inmate,Divorced,-2.82,2
45111,Male,African-American,Pretrial,Jail Inmate,Divorced,-0.2,6
45111,Male,African-American,Pretrial,Jail Inmate,Divorced,23.0,5
56309,Male,African-American,Pretrial,Jail Inmate,Single,-1.11,8
56309,Male,African-American,Pretrial,Jail Inmate,Single,0.07,7
56309,Male,African-American,Pretrial,Jail Inmate,Single,20.0,3
56301,Male,African-American,Pretrial,Jail Inmate,Separated,-2.5,3
56301,Male,African-American,Pretrial,Jail Inmate,Separated,-1.05,2
56301,Male,African-American,Pretrial,Jail Inmate,Separated,15.0,1
51716,Female,African-American,Other,Probation,Single,-2.02,4
51716,Female,African-American,Other,Probation,Single,-0.77,4
51716,Female,African-American,Other,Probation,Single,21.0,3
50127,Male,African-American,Pretrial,Jail Inmate,Single,-2.77,2
50127,Male,African-American,Pretrial,Jail Inmate,Single,-0.74,4
50127,Male,African-American,Pretrial,Jail Inmate,Single,26.0,7
56312,Male,Caucasian,Other,Probation,Single,-3.22,1
56312,Male,Caucasian,Other,Probation,Single,-1.4,1
56312,Male,Caucasian,Other,Probation,Single,16.0,2
43553,Male,African-American,Post Sentence,Probation,Significant Other,-0.9,9
43553,Male,African-American,Post Sentence,Probation,Significant Other,1.17,10
43553,Male,African-American,Post Sentence,Probation,Significant Other,31.0,9
37741,Male,Caucasian,Post Sentence,Probation,Single,-2.73,2
37741,Male,Caucasian,Post Sentence,Probation,Single,-0.78,3
37741,Male,Caucasian,Post Sentence,Probation,Single,18.0,3
56298,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.09,1
56298,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.23,2
56298,Male,Caucasian,Pretrial,Jail Inmate,Single,16.0,2
56300,Male,African-American,Pretrial,Jail Inmate,Single,-2.33,3
56300,Male,African-American,Pretrial,Jail Inmate,Single,-0.6,4
56300,Male,African-American,Pretrial,Jail Inmate,Single,12.0,1
56307,Male,Arabic,Post Sentence,Probation,Single,-1.98,4
56307,Male,Arabic,Post Sentence,Probation,Single,-0.03,7
56307,Male,Arabic,Post Sentence,Probation,Single,16.0,2
56314,Male,African-American,Other,Probation,Married,-2.59,2
56314,Male,African-American,Other,Probation,Married,-0.41,5
56314,Male,African-American,Other,Probation,Married,21.0,4
56304,Male,Caucasian,Post Sentence,Probation,Single,-4.49,1
56304,Male,Caucasian,Post Sentence,Probation,Single,-2.65,1
56304,Male,Caucasian,Post Sentence,Probation,Single,16.0,2
45818,Male,Caucasian,Post Sentence,Probation,Single,-2.64,2
45818,Male,Caucasian,Post Sentence,Probation,Single,-0.38,5
45818,Male,Caucasian,Post Sentence,Probation,Single,26.0,7
56296,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.43,3
56296,Male,Caucasian,Pretrial,Jail Inmate,Single,-0.04,7
56296,Male,Caucasian,Pretrial,Jail Inmate,Single,20.0,3
56303,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.66,1
56303,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.17,1
56303,Male,Caucasian,Pretrial,Jail Inmate,Single,22.0,5
37622,Male,Caucasian,Post Sentence,Probation,Married,-4.23,1
37622,Male,Caucasian,Post Sentence,Probation,Married,-2.17,1
37622,Male,Caucasian,Post Sentence,Probation,Married,15.0,1
56317,Female,African-American,Other,Probation,Single,-1.89,5
56317,Female,African-American,Other,Probation,Single,-0.34,7
56317,Female,African-American,Other,Probation,Single,18.0,3
56299,Male,African-American,Pretrial,Jail Inmate,Single,-0.86,9
56299,Male,African-American,Pretrial,Jail Inmate,Single,0.0,7
56299,Male,African-American,Pretrial,Jail Inmate,Single,13.0,1
55916,Female,Caucasian,Pretrial,Pretrial Defendant,Single,-1.91,5
55916,Female,Caucasian,Pretrial,Pretrial Defendant,Single,-0.91,4
55916,Female,Caucasian,Pretrial,Pretrial Defendant,Single,11.0,1
56316,Female,African-American,Post Sentence,Probation,Single,-2.82,2
56316,Female,African-American,Post Sentence,Probation,Single,-0.64,5
56316,Female,African-American,Post Sentence,Probation,Single,21.0,4
56302,Male,African-American,Pretrial,Jail Inmate,Single,-1.89,5
56302,Male,African-American,Pretrial,Jail Inmate,Single,-0.18,6
56302,Male,African-American,Pretrial,Jail Inmate,Single,23.0,5
56315,Male,Caucasian,Post Sentence,Probation,Married,-3.56,1
56315,Male,Caucasian,Post Sentence,Probation,Married,-1.91,1
56315,Male,Caucasian,Post Sentence,Probation,Married,13.0,1
36165,Male,African-American,Pretrial,Jail Inmate,Single,-1.32,7
36165,Male,African-American,Pretrial,Jail Inmate,Single,-0.23,6
36165,Male,African-American,Pretrial,Jail Inmate,Single,15.0,1
56297,Male,Caucasian,Pretrial,Jail Inmate,Divorced,-3.41,1
56297,Male,Caucasian,Pretrial,Jail Inmate,Divorced,-1.93,1
56297,Male,Caucasian,Pretrial,Jail Inmate,Divorced,12.0,1
56305,Male,Hispanic,Pretrial,Jail Inmate,Single,-3.48,1
56305,Male,Hispanic,Pretrial,Jail Inmate,Single,-2.0,1
56305,Male,Hispanic,Pretrial,Jail Inmate,Single,13.0,1
56311,Male,African-American,Pretrial,Jail Inmate,Single,-1.4,7
56311,Male,African-American,Pretrial,Jail Inmate,Single,-0.4,5
56311,Male,African-American,Pretrial,Jail Inmate,Single,15.0,1
56324,Male,African-American,Pretrial,Jail Inmate,Single,-1.4,7
56324,Male,African-American,Pretrial,Jail Inmate,Single,0.37,9
56324,Male,African-American,Pretrial,Jail Inmate,Single,14.0,1
56327,Female,Caucasian,Pretrial,Jail Inmate,Single,-2.18,4
56327,Female,Caucasian,Pretrial,Jail Inmate,Single,-0.46,6
56327,Female,Caucasian,Pretrial,Jail Inmate,Single,14.0,1
56330,Male,African-American,Pretrial,Jail Inmate,Single,-0.96,9
56330,Male,African-American,Pretrial,Jail Inmate,Single,0.03,7
56330,Male,African-American,Pretrial,Jail Inmate,Single,13.0,1
56321,Male,African-American,Pretrial,Jail Inmate,Single,-0.65,9
56321,Male,African-American,Pretrial,Jail Inmate,Single,0.67,10
56321,Male,African-American,Pretrial,Jail Inmate,Single,17.0,2
56319,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.65,1
56319,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.68,1
56319,Male,Caucasian,Pretrial,Jail Inmate,Single,19.0,3
16573,Male,African-American,Pretrial,Jail Inmate,Single,-2.65,2
16573,Male,African-American,Pretrial,Jail Inmate,Single,-1.1,2
16573,Male,African-American,Pretrial,Jail Inmate,Single,12.0,1
56323,Male,Caucasian,Pretrial,Jail Inmate,Single,-2.27,3
56323,Male,Caucasian,Pretrial,Jail Inmate,Single,-0.05,7
56323,Male,Caucasian,Pretrial,Jail Inmate,Single,27.0,7
56320,Male,African-American,Pretrial,Jail Inmate,Single,-2.04,4
56320,Male,African-American,Pretrial,Jail Inmate,Single,0.23,8
56320,Male,African-American,Pretrial,Jail Inmate,Single,31.0,9
42734,Male,African-American,Pretrial,Jail Inmate,Single,-2.19,4
42734,Male,African-American,Pretrial,Jail Inmate,Single,-1.02,2
42734,Male,African-American,Pretrial,Jail Inmate,Single,14.0,1
56326,Male,African-American,Pretrial,Jail Inmate,Single,-1.23,8
56326,Male,African-American,Pretrial,Jail Inmate,Single,0.87,10
56326,Male,African-American,Pretrial,Jail Inmate,Single,27.0,7
56328,Male,Caucasian,Pretrial,Jail Inmate,Single,-3.42,1
56328,Male,Caucasian,Pretrial,Jail Inmate,Single,-1.2,2
56328,Male,Caucasian,Pretrial,Jail Inmate,Single,16.0,2
56329,Male,Hispanic,Pretrial,Jail Inmate,Single,-2.26,3
56329,Male,Hispanic,Pretrial,Jail Inmate,Single,-0.74,4
56329,Male,Hispanic,Pretrial,Jail Inmate,Single,18.0,3
43504,Male,African-American,Pretrial,Jail Inmate,Single,-2.18,4
43504,Male,African-American,Pretrial,Jail Inmate,Single,-0.04,7
43504,Male,African-American,Pretrial,Jail Inmate,Single,17.0,2
56318,Male,Hispanic,Pretrial,Jail Inmate,Single,-1.75,5
56318,Male,Hispanic,Pretrial,Jail Inmate,Single,-0.72,4
56318,Male,Hispanic,Pretrial,Jail Inmate,Single,13.0,1
