age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,age_group,all
48,Federal_gov,497486,HS_grad,9,Married_spouse_absent,Adm_clerical,Unmarried,White,Female,1471,0,40,United_States,30_to_60,yes
22,Private,119359,Bachelors,13,Never_married,Exec_managerial,Own_child,Asian_Pac_Islander,Female,0,0,40,United_States,30_and_younger,yes
37,Private,179731,HS_grad,9,Never_married,Other_service,Unmarried,White,Female,0,0,35,United_States,30_to_60,yes
57,Private,70720,HS_grad,9,Married_civ_spouse,Other_service,Husband,White,Male,0,0,78,United_States,30_to_60,yes
40,Private,316820,Some_college,10,Married_civ_spouse,Other_service,Husband,White,Male,0,1485,40,United_States,30_to_60,yes
28,Private,206125,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,30_and_younger,yes
21,Private,180339,Some_college,10,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,45,United_States,30_and_younger,yes
54,Self_emp_inc,96460,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,7688,0,60,United_States,30_to_60,yes
51,Private,169112,Masters,14,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,30_to_60,yes
62,Private,238913,Some_college,10,Married_civ_spouse,Tech_support,Husband,White,Male,2829,0,24,United_States,60_and_older,yes
34,Private,209297,HS_grad,9,Never_married,Machine_op_inspct,Not_in_family,Black,Male,0,2001,40,United_States,30_to_60,yes
30,Self_emp_not_inc,116666,Masters,14,Divorced,Prof_specialty,Not_in_family,Asian_Pac_Islander,Male,0,0,50,India,60_and_older,yes
61,Federal_gov,60641,Some_college,10,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,30,United_States,60_and_older,yes
47,State_gov,103406,HS_grad,9,Married_civ_spouse,Tech_support,Husband,White,Male,0,0,40,United_States,30_to_60,yes
33,Private,424719,Bachelors,13,Divorced,Exec_managerial,Not_in_family,White,Female,0,0,40,United_States,30_to_60,yes
42,Private,227397,Bachelors,13,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,40,United_States,30_to_60,yes
45,Private,178319,Doctorate,16,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,56,United_States,30_to_60,yes
17,?,241021,12th,8,Never_married,?,Own_child,Other,Female,0,0,40,United_States,30_and_younger,yes
29,Private,221977,Some_college,10,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,40,United_States,30_and_younger,yes
28,Private,296450,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,30_and_younger,yes
54,Private,154949,11th,7,Married_civ_spouse,Other_service,Wife,Black,Female,0,0,40,United_States,30_to_60,yes
20,Private,216825,HS_grad,9,Never_married,Sales,Own_child,White,Female,0,0,25,Mexico,30_and_younger,yes
24,Local_gov,196816,Some_college,10,Never_married,Protective_serv,Not_in_family,White,Male,0,0,50,United_States,30_and_younger,yes
42,Self_emp_not_inc,157562,Bachelors,13,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,1902,80,United_States,30_to_60,yes
35,Private,176279,Some_college,10,Widowed,Adm_clerical,Unmarried,White,Female,0,0,30,United_States,30_to_60,yes
36,Self_emp_not_inc,321274,Bachelors,13,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,50,United_States,30_to_60,yes
35,?,35854,Some_college,10,Never_married,?,Own_child,White,Female,0,0,40,United_States,30_to_60,yes
59,Private,176011,Some_college,10,Separated,Adm_clerical,Unmarried,White,Male,0,0,40,United_States,30_to_60,yes
56,Self_emp_not_inc,115422,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,40,United_States,30_to_60,yes
24,Private,176321,Some_college,10,Never_married,Adm_clerical,Unmarried,White,Female,0,0,40,United_States,30_and_younger,yes
47,Private,148724,HS_grad,9,Married_civ_spouse,Sales,Husband,Black,Male,0,0,40,United_States,30_to_60,yes
24,?,26671,HS_grad,9,Never_married,?,Other_relative,Amer_Indian_Eskimo,Female,0,0,40,United_States,30_and_younger,yes
32,Private,118551,HS_grad,9,Divorced,Other_service,Unmarried,White,Female,0,0,80,United_States,30_to_60,yes
27,Private,133937,Masters,14,Never_married,Sales,Own_child,White,Male,0,0,40,United_States,30_and_younger,yes
51,Private,136121,Assoc_voc,11,Divorced,Adm_clerical,Unmarried,White,Female,0,0,38,United_States,30_to_60,yes
26,Private,96130,HS_grad,9,Never_married,Craft_repair,Other_relative,White,Male,0,0,40,United_States,30_and_younger,yes
27,Private,244315,HS_grad,9,Divorced,Craft_repair,Other_relative,Other,Male,0,0,40,United_States,30_and_younger,yes
26,Private,139116,Some_college,10,Never_married,Other_service,Own_child,Black,Female,0,0,50,United_States,30_and_younger,yes
18,Private,404085,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,40,United_States,30_and_younger,yes
26,Private,284343,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,50,United_States,30_and_younger,yes
27,Private,171655,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,42,United_States,30_and_younger,yes
49,Private,202053,HS_grad,9,Divorced,Sales,Not_in_family,White,Female,0,0,32,United_States,30_to_60,yes
55,Private,256526,HS_grad,9,Separated,Machine_op_inspct,Not_in_family,White,Male,4865,0,45,United_States,30_to_60,yes
60,Private,25141,Some_college,10,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,60,United_States,30_to_60,yes
43,Private,129853,10th,6,Never_married,Machine_op_inspct,Not_in_family,Black,Male,0,0,40,United_States,30_to_60,yes
45,Private,102076,Some_college,10,Divorced,Prof_specialty,Unmarried,White,Female,0,0,32,United_States,30_to_60,yes
38,Private,233717,Some_college,10,Divorced,Exec_managerial,Unmarried,Black,Male,0,0,60,United_States,30_to_60,yes
25,Local_gov,77698,Some_college,10,Never_married,Adm_clerical,Unmarried,Black,Female,0,0,40,United_States,30_and_younger,yes
45,Federal_gov,88564,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,7688,0,40,United_States,30_to_60,yes
27,Private,133937,Some_college,10,Never_married,Exec_managerial,Not_in_family,White,Male,0,0,45,United_States,30_and_younger,yes
51,Private,204322,Assoc_voc,11,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,30_to_60,yes
55,Private,41108,Some_college,10,Widowed,Farming_fishing,Not_in_family,White,Male,0,2258,62,United_States,30_to_60,yes
40,Private,306225,HS_grad,9,Divorced,Craft_repair,Not_in_family,Asian_Pac_Islander,Female,0,0,40,Japan,30_to_60,yes
35,Private,185366,Bachelors,13,Never_married,Sales,Not_in_family,White,Male,0,0,50,United_States,30_to_60,yes
42,Private,280167,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,30_to_60,yes
53,Private,81794,12th,8,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,40,United_States,30_to_60,yes
21,?,262062,Some_college,10,Never_married,?,Own_child,White,Female,0,0,40,United_States,30_and_younger,yes
21,Private,166517,HS_grad,9,Never_married,Craft_repair,Own_child,White,Male,0,0,40,United_States,30_and_younger,yes
17,Private,266072,10th,6,Never_married,Other_service,Not_in_family,White,Male,0,0,20,El_Salvador,30_and_younger,yes
66,?,222810,Some_college,10,Divorced,?,Other_relative,White,Female,0,0,35,United_States,60_and_older,yes
40,Private,240124,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,30_to_60,yes
33,Private,361497,HS_grad,9,Never_married,Transport_moving,Not_in_family,White,Male,0,0,70,United_States,30_to_60,yes
23,Self_emp_not_inc,174714,10th,6,Never_married,Craft_repair,Not_in_family,White,Male,0,0,60,United_States,30_and_younger,yes
37,Private,349689,HS_grad,9,Divorced,Adm_clerical,Unmarried,White,Female,0,0,40,United_States,30_to_60,yes
36,Self_emp_inc,37019,HS_grad,9,Never_married,Farming_fishing,Not_in_family,White,Male,0,0,50,United_States,30_to_60,yes
42,Local_gov,104334,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,40,El_Salvador,30_to_60,yes
44,Local_gov,290403,Assoc_voc,11,Divorced,Protective_serv,Own_child,White,Female,0,0,40,Cuba,30_to_60,yes
46,Private,149949,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,30_to_60,yes
57,Self_emp_not_inc,110417,Some_college,10,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,75,United_States,30_to_60,yes
41,Private,182108,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Female,27828,0,35,United_States,30_to_60,yes
59,?,182836,HS_grad,9,Married_civ_spouse,?,Wife,White,Female,0,0,40,United_States,30_to_60,yes
48,Self_emp_not_inc,209057,Bachelors,13,Married_spouse_absent,Sales,Own_child,White,Male,0,0,50,United_States,30_to_60,yes
43,Private,135606,Masters,14,Divorced,Exec_managerial,Not_in_family,White,Female,0,0,50,United_States,30_to_60,yes
48,Private,161187,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,2463,0,40,United_States,30_to_60,yes
69,State_gov,203072,Doctorate,16,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,50,United_States,60_and_older,yes
45,Private,178922,9th,5,Never_married,Other_service,Not_in_family,White,Female,0,0,15,United_States,30_to_60,yes
41,Self_emp_not_inc,254818,Masters,14,Divorced,Handlers_cleaners,Unmarried,White,Male,0,0,40,Peru,30_to_60,yes
40,?,397346,Assoc_acdm,12,Divorced,?,Not_in_family,White,Male,0,0,40,United_States,30_to_60,yes
27,Private,232954,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,45,United_States,30_and_younger,yes
48,Private,192161,Bachelors,13,Divorced,Handlers_cleaners,Not_in_family,White,Male,0,0,43,United_States,30_to_60,yes
69,Self_emp_not_inc,69306,Some_college,10,Married_civ_spouse,Other_service,Wife,White,Female,0,0,15,United_States,60_and_older,yes
22,State_gov,121471,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,30_and_younger,yes
47,Private,133969,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,Asian_Pac_Islander,Male,2885,0,65,Japan,30_to_60,yes
36,Federal_gov,44364,HS_grad,9,Never_married,Adm_clerical,Own_child,Black,Female,0,0,36,United_States,30_to_60,yes
19,Private,418324,Some_college,10,Never_married,Sales,Own_child,White,Male,0,0,36,United_States,30_and_younger,yes
53,Private,152373,Some_college,10,Divorced,Craft_repair,Not_in_family,White,Male,0,0,48,United_States,30_to_60,yes
29,Private,264166,Assoc_voc,11,Divorced,Other_service,Unmarried,White,Female,0,0,45,Columbia,30_and_younger,yes
51,Private,293802,5th_6th,3,Married_civ_spouse,Handlers_cleaners,Husband,Black,Male,0,0,52,United_States,30_to_60,yes
39,Private,110426,Assoc_acdm,12,Married_civ_spouse,Exec_managerial,Wife,White,Female,15024,0,45,United_States,30_to_60,yes
24,Private,284317,Bachelors,13,Never_married,Other_service,Own_child,White,Female,0,0,30,United_States,30_and_younger,yes
43,Private,112131,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,30_to_60,yes
36,Self_emp_not_inc,136028,9th,5,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,30,United_States,30_to_60,yes
58,Private,205410,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,30_to_60,yes
36,Federal_gov,128884,HS_grad,9,Divorced,Adm_clerical,Not_in_family,White,Female,0,0,48,United_States,30_to_60,yes
36,Private,186819,Assoc_acdm,12,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,52,United_States,30_to_60,yes
54,Private,163826,HS_grad,9,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,30_to_60,yes
57,Private,257200,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,30_to_60,yes
52,Private,282674,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,Amer_Indian_Eskimo,Male,0,0,40,United_States,30_to_60,yes
32,Private,279173,Bachelors,13,Divorced,Sales,Not_in_family,White,Male,0,0,45,United_States,30_to_60,yes
73,Local_gov,161027,5th_6th,3,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,20,United_States,60_and_older,yes
52,Private,102828,HS_grad,9,Married_civ_spouse,Prof_specialty,Husband,White,Male,7688,0,40,United_States,30_to_60,yes
57,Private,204751,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,30_to_60,yes
31,Private,451744,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,0,0,50,United_States,30_to_60,yes
26,?,132749,Bachelors,13,Never_married,?,Not_in_family,White,Female,0,0,80,United_States,30_and_younger,yes
21,Private,305446,Some_college,10,Never_married,Exec_managerial,Not_in_family,White,Male,0,0,40,United_States,30_and_younger,yes
46,Private,214955,5th_6th,3,Divorced,Craft_repair,Not_in_family,White,Female,0,2339,45,United_States,30_to_60,yes
48,Self_emp_inc,38819,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,36,United_States,30_to_60,yes
35,Private,204163,Some_college,10,Divorced,Machine_op_inspct,Unmarried,Black,Female,0,0,55,United_States,30_to_60,yes
37,Private,220237,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,5178,0,40,United_States,30_to_60,yes
38,Self_emp_inc,299036,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,0,0,55,United_States,30_to_60,yes
32,Private,187901,Assoc_voc,11,Never_married,Exec_managerial,Not_in_family,White,Female,0,0,23,United_States,30_to_60,yes
52,Self_emp_not_inc,165278,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,22,United_States,30_to_60,yes
31,Private,154297,HS_grad,9,Never_married,Sales,Unmarried,Black,Female,0,0,24,United_States,30_to_60,yes
35,Self_emp_inc,189404,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,1740,40,United_States,30_to_60,yes
58,Private,190747,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,30_to_60,yes
53,Private,158993,HS_grad,9,Widowed,Machine_op_inspct,Unmarried,Black,Female,0,0,38,United_States,30_to_60,yes
34,Local_gov,106169,Masters,14,Divorced,Prof_specialty,Not_in_family,White,Female,0,0,50,United_States,30_to_60,yes
27,Private,84977,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,30_and_younger,yes
55,Private,116878,Doctorate,16,Married_civ_spouse,Prof_specialty,Husband,White,Male,15024,0,30,United_States,30_to_60,yes
28,?,169631,Assoc_acdm,12,Married_AF_spouse,?,Wife,White,Female,0,0,3,United_States,30_and_younger,yes
36,Private,128516,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,40,United_States,30_to_60,yes
33,Private,238381,Some_college,10,Never_married,Craft_repair,Not_in_family,Black,Male,8614,0,40,United_States,30_to_60,yes
58,Private,83542,HS_grad,9,Never_married,Other_service,Not_in_family,White,Male,0,0,40,United_States,30_to_60,yes
21,Private,236684,Some_college,10,Never_married,Other_service,Other_relative,Black,Female,0,0,8,United_States,30_and_younger,yes
27,Private,94064,Assoc_voc,11,Divorced,Machine_op_inspct,Not_in_family,White,Male,0,0,40,United_States,30_and_younger,yes
46,Self_emp_not_inc,148599,Masters,14,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,50,United_States,30_to_60,yes
44,Private,185798,Assoc_voc,11,Separated,Craft_repair,Other_relative,White,Male,0,0,48,United_States,30_to_60,yes
28,Private,265628,Assoc_voc,11,Never_married,Handlers_cleaners,Own_child,White,Female,0,0,40,United_States,30_and_younger,yes
29,Private,205249,Masters,14,Married_civ_spouse,Exec_managerial,Husband,Asian_Pac_Islander,Male,0,0,40,Japan,30_and_younger,yes
23,Self_emp_inc,214542,Some_college,10,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,50,United_States,30_and_younger,yes
41,Private,277488,7th_8th,4,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,36,United_States,30_to_60,yes
58,Self_emp_not_inc,195835,Some_college,10,Divorced,Craft_repair,Not_in_family,White,Male,0,0,45,United_States,30_to_60,yes
30,Private,488720,9th,5,Married_civ_spouse,Handlers_cleaners,Other_relative,White,Male,0,0,40,Mexico,60_and_older,yes
80,?,107762,HS_grad,9,Widowed,?,Not_in_family,White,Male,0,0,24,United_States,60_and_older,yes
33,Private,155198,9th,5,Divorced,Machine_op_inspct,Not_in_family,White,Male,0,0,35,United_States,30_to_60,yes
35,Private,169638,Some_college,10,Divorced,Sales,Unmarried,White,Female,0,0,36,United_States,30_to_60,yes
58,Private,213975,Assoc_voc,11,Widowed,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,30_to_60,yes
69,State_gov,50468,Prof_school,15,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,34,United_States,60_and_older,yes
38,Private,179314,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,30_to_60,yes
50,Private,40623,Some_college,10,Divorced,Sales,Not_in_family,White,Female,0,0,40,United_States,30_to_60,yes
47,Private,427055,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,45,Mexico,30_to_60,yes
65,Self_emp_not_inc,118474,11th,7,Married_civ_spouse,Exec_managerial,Husband,White,Male,9386,0,59,?,60_and_older,yes
65,Private,350498,Bachelors,13,Married_civ_spouse,Adm_clerical,Husband,White,Male,10605,0,20,United_States,60_and_older,yes
38,Private,207568,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,5178,0,40,United_States,30_to_60,yes
53,Private,197492,HS_grad,9,Divorced,Machine_op_inspct,Not_in_family,White,Female,0,0,40,United_States,30_to_60,yes
58,Private,366324,Some_college,10,Married_civ_spouse,Other_service,Wife,White,Female,0,0,30,United_States,30_to_60,yes
35,?,98989,9th,5,Divorced,?,Own_child,Amer_Indian_Eskimo,Male,0,0,38,United_States,30_to_60,yes
53,Self_emp_not_inc,100109,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,1977,40,United_States,30_to_60,yes
59,Federal_gov,115389,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,36,United_States,30_to_60,yes
52,Private,208302,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,60,United_States,30_to_60,yes
36,State_gov,96468,Masters,14,Never_married,Prof_specialty,Own_child,White,Female,0,0,40,United_States,30_to_60,yes
42,Private,121287,HS_grad,9,Divorced,Machine_op_inspct,Not_in_family,White,Male,0,0,45,United_States,30_to_60,yes
50,Private,201882,Masters,14,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,30,United_States,30_to_60,yes
24,Private,107801,HS_grad,9,Never_married,Adm_clerical,Own_child,White,Female,0,0,40,United_States,30_and_younger,yes
37,Private,186434,HS_grad,9,Married_civ_spouse,Other_service,Husband,Black,Male,0,0,40,United_States,30_to_60,yes
51,Self_emp_inc,258735,HS_grad,9,Divorced,Protective_serv,Not_in_family,White,Male,0,0,81,United_States,30_to_60,yes
45,Private,231672,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,0,0,40,United_States,30_to_60,yes
19,Private,272800,12th,8,Never_married,Adm_clerical,Own_child,White,Female,0,0,25,United_States,30_and_younger,yes
46,Private,194698,Bachelors,13,Never_married,Prof_specialty,Own_child,White,Male,0,0,60,United_States,30_to_60,yes
29,?,339100,11th,7,Divorced,?,Not_in_family,White,Female,3418,0,48,United_States,30_and_younger,yes
51,Private,153486,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,45,United_States,30_to_60,yes
41,?,217921,9th,5,Married_civ_spouse,?,Wife,Asian_Pac_Islander,Female,0,0,40,Hong,30_to_60,yes
48,Private,121424,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,55,United_States,30_to_60,yes
20,Private,190457,HS_grad,9,Never_married,Other_service,Own_child,White,Female,0,0,30,United_States,30_and_younger,yes
77,Self_emp_not_inc,138714,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,60_and_older,yes
25,Local_gov,190107,HS_grad,9,Never_married,Farming_fishing,Own_child,White,Male,0,1719,16,United_States,30_and_younger,yes
21,Private,312956,HS_grad,9,Never_married,Craft_repair,Own_child,Black,Male,0,0,40,United_States,30_and_younger,yes
26,Private,73689,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,55,United_States,30_and_younger,yes
25,Private,182227,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,1579,40,United_States,30_and_younger,yes
20,Private,133061,HS_grad,9,Never_married,Handlers_cleaners,Own_child,White,Male,0,0,40,United_States,30_and_younger,yes
40,Private,51290,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,50,United_States,30_to_60,yes
25,Private,206600,9th,5,Never_married,Machine_op_inspct,Other_relative,White,Male,0,0,48,Mexico,30_and_younger,yes
22,Private,202416,Bachelors,13,Never_married,Adm_clerical,Own_child,White,Female,0,0,40,United_States,30_and_younger,yes
59,Private,138370,10th,6,Married_spouse_absent,Protective_serv,Not_in_family,Asian_Pac_Islander,Male,0,0,40,India,30_to_60,yes
18,Private,205218,Some_college,10,Never_married,Other_service,Own_child,White,Female,0,0,20,United_States,30_and_younger,yes
19,Private,185097,HS_grad,9,Never_married,Handlers_cleaners,Not_in_family,White,Female,0,0,37,United_States,30_and_younger,yes
49,State_gov,324791,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,50,United_States,30_to_60,yes
65,Private,176796,HS_grad,9,Divorced,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,60_and_older,yes
66,Private,102423,Assoc_voc,11,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,30,United_States,60_and_older,yes
37,Private,61778,Bachelors,13,Never_married,Farming_fishing,Not_in_family,White,Male,0,0,30,United_States,30_to_60,yes
50,Private,185407,Assoc_voc,11,Married_civ_spouse,Tech_support,Husband,White,Male,0,0,38,United_States,30_to_60,yes
30,Private,158002,Some_college,10,Never_married,Craft_repair,Other_relative,White,Male,0,0,55,Ecuador,60_and_older,yes
50,Private,104501,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,30_to_60,yes
29,Private,182521,HS_grad,9,Never_married,Craft_repair,Not_in_family,Amer_Indian_Eskimo,Male,0,0,40,United_States,30_and_younger,yes
76,Private,278938,Bachelors,13,Widowed,Prof_specialty,Not_in_family,White,Female,0,0,20,United_States,60_and_older,yes
36,Private,214378,HS_grad,9,Divorced,Prof_specialty,Own_child,White,Female,0,0,40,United_States,30_to_60,yes
27,Private,89813,HS_grad,9,Never_married,Handlers_cleaners,Own_child,White,Female,0,0,40,United_States,30_and_younger,yes
47,Private,254367,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,30_to_60,yes
38,Private,185556,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,Italy,30_to_60,yes
23,Private,308498,Some_college,10,Never_married,Craft_repair,Own_child,White,Male,0,0,15,United_States,30_and_younger,yes
46,Local_gov,170092,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,43,United_States,30_to_60,yes
80,?,174995,HS_grad,9,Married_civ_spouse,?,Husband,White,Male,0,0,8,Canada,60_and_older,yes
28,Federal_gov,53147,Bachelors,13,Never_married,Exec_managerial,Not_in_family,Black,Male,0,0,40,United_States,30_and_younger,yes
45,Self_emp_not_inc,133969,HS_grad,9,Married_civ_spouse,Sales,Husband,Asian_Pac_Islander,Male,0,0,50,South,30_to_60,yes
46,Federal_gov,308077,Prof_school,15,Separated,Prof_specialty,Unmarried,White,Female,0,0,40,Germany,30_to_60,yes
63,Private,37792,10th,6,Widowed,Other_service,Not_in_family,White,Female,0,0,31,United_States,60_and_older,yes
74,Self_emp_inc,167537,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,35,United_States,60_and_older,yes
45,Private,36006,Bachelors,13,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,45,United_States,30_to_60,yes
27,Private,174645,HS_grad,9,Never_married,Adm_clerical,Own_child,White,Female,0,0,40,United_States,30_and_younger,yes
49,Private,196571,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,0,0,45,United_States,30_to_60,yes
44,Private,89413,Assoc_voc,11,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,30_to_60,yes
50,Private,398625,11th,7,Widowed,Machine_op_inspct,Not_in_family,White,Female,0,0,40,United_States,30_to_60,yes
19,Private,291429,HS_grad,9,Never_married,Other_service,Own_child,White,Female,0,0,25,United_States,30_and_younger,yes
26,Private,280093,Some_college,10,Never_married,Handlers_cleaners,Own_child,White,Male,0,0,40,United_States,30_and_younger,yes
49,Private,187454,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,99999,0,65,United_States,30_to_60,yes
33,Private,250782,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,48,United_States,30_to_60,yes
30,Self_emp_inc,127651,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,1887,48,United_States,60_and_older,yes
33,Federal_gov,117963,Bachelors,13,Never_married,Adm_clerical,Own_child,White,Male,0,0,38,United_States,30_to_60,yes
36,Private,418702,Assoc_voc,11,Divorced,Adm_clerical,Unmarried,White,Female,0,0,40,United_States,30_to_60,yes
39,Private,191227,Bachelors,13,Divorced,Exec_managerial,Not_in_family,White,Female,13550,0,50,United_States,30_to_60,yes
42,Private,68729,Some_college,10,Never_married,Craft_repair,Not_in_family,Asian_Pac_Islander,Male,0,0,40,United_States,30_to_60,yes
34,Private,158040,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Female,0,0,45,United_States,30_to_60,yes
25,Private,208999,Some_college,10,Separated,Adm_clerical,Own_child,White,Male,0,0,40,United_States,30_and_younger,yes
25,Private,120238,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,30_and_younger,yes
30,Private,340899,Prof_school,15,Never_married,Prof_specialty,Not_in_family,White,Male,0,1590,80,United_States,60_and_older,yes
36,Private,111377,10th,6,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,30_to_60,yes
42,Private,139126,HS_grad,9,Divorced,Transport_moving,Not_in_family,White,Male,0,0,40,United_States,30_to_60,yes
31,Local_gov,80058,HS_grad,9,Never_married,Machine_op_inspct,Own_child,White,Male,0,0,64,United_States,30_to_60,yes
32,Private,234755,HS_grad,9,Separated,Craft_repair,Unmarried,Black,Male,0,0,40,United_States,30_to_60,yes
33,Private,126223,HS_grad,9,Separated,Machine_op_inspct,Unmarried,Black,Female,0,0,40,United_States,30_to_60,yes
31,Private,191834,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,30_to_60,yes
45,State_gov,102308,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,30_to_60,yes
59,Private,175290,7th_8th,4,Never_married,Other_service,Other_relative,White,Male,0,0,32,United_States,30_to_60,yes
21,State_gov,166704,Some_college,10,Never_married,Other_service,Own_child,White,Female,0,0,14,United_States,30_and_younger,yes
23,Private,137214,HS_grad,9,Married_civ_spouse,Sales,Husband,Black,Male,0,0,37,United_States,30_and_younger,yes
43,Private,299197,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,30_to_60,yes
33,Self_emp_inc,202153,Masters,14,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,30_to_60,yes
